review_tag,hotel_star,address,services,price_range,hotel_name,review_score
"All reviews,courtyard marriott,bistro staff,egg white frittata,netflix account,stream netflix,smart tv,salt water pool,business district,didn't hear a thing,modern hotel,nice gym,microwave and refrigerator,international drive,walk in shower,bathroom shower,annual pass,excellent property,front desk staff,trade shows,rooms are beautiful",3 star — Courtyard Orlando South/John Young Parkway 3*,"4120 Taft Vineland Rd,Orlando,FL,32837-4016","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Microwave,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi,
Paid Wifi ,
Laundry Service,
Multilingual Staff,
Free Parking,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Self-Serve Laundry ","
$122 - $282 (Based on Average Rates for a Standard Room)
","
,
Courtyard Orlando South/John Young Parkway
",4.5
"All reviews,universal studios,free breakfast,major blvd,front desk,room was clean,the breakfast area,the holiday inn express,each morning,yogurt,free shuttle,my family and i stayed here,waffle maker,great stay,would stay here again,mini fridge and microwave,pool and hot tub,golden corral,city walk,king suite,pull out couch",2.5 star — Comfort Suites Universal Studio Area 2.5*,"5617 Major Blvd,Orlando,FL,32819-7960","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Non-Smoking Rooms,
Suites,
Accessible rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Shuttle Bus Service,
Free Breakfast,
Breakfast Available,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$88 - $208 (Based on Average Rates for a Standard Room)
","
,
Comfort Suites Universal Studio Area
",4.5
"All reviews,international drive,hi express,universal studios,pancake machine,free breakfast,yogurt,hotel is located,free shuttle,the breakfast area,decent breakfast,clean hotel,mini fridge and microwave,upgraded to a suite,trolley stop,breakfast staff,wet n wild,premium outlets,would definitely stay here again,hot breakfast,nice size",2.5 star — Holiday Inn Express Hotel & Suites Orlando - International Drive 2.5*,"7276 International Dr,Orlando,FL,32819-8226","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Restaurant,
Fitness Center with Gym / Workout Room,
Pool,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Free Parking,
Free Breakfast,
Meeting Rooms,
Conference Facilities,
Breakfast Available,
Dry Cleaning,
Laundry Service,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry ","
$93 - $230 (Based on Average Rates for a Standard Room)
","
,
Holiday Inn Express Hotel & Suites Orlando - International Drive
",4
"All reviews,universal studios,tabla restaurant,no elevator,walking distance,free shuttle,clean bathroom,pool towels,booked this hotel,minute walk,would stay here again,great stay,hotel shuttle,front desk clerk,one night stay,long days,place to sleep,parking garage,nice room,hot tub,pool bar",2.5 star — Clarion Inn & Suites 2.5*,"5827 Caravan Court,Orlando,FL,32819-7901","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Restaurant,
Bar/Lounge,
Spa,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Suites,
Accessible rooms,
Family Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Shuttle Bus Service,
Laundry Service,
Multilingual Staff,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Self-Serve Laundry ","
$85 - $182 (Based on Average Rates for a Standard Room)
","
,
Clarion Inn & Suites
",4
"All reviews,international drive,complimentary breakfast,road noise,great hotel,the breakfast area,room was clean,universal studios,convention center,king suite,great stay,mini golf,sofa bed,front desk staff,enjoyed my stay,would definitely stay here again,yogurt,driveway,trolley,microwave,outlets",2.5 star — Hampton Inn & Suites Orlando International Drive North 2.5*,"7448 International Dr,Orlando,FL,32819-8234","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Business Center with Internet Access,
Free Breakfast,
Shuttle Bus Service,
Meeting Rooms,
Laundry Service,
Multilingual Staff,
Dry Cleaning,
Self-Serve Laundry ","
$87 - $205 (Based on Average Rates for a Standard Room)
","
,
Hampton Inn & Suites Orlando International Drive North
",4
"All reviews,bahama breeze,golden corral,room with bunk beds,free disney shuttle,within walking distance,free breakfast,the breakfast area,yogurt,disney springs,other hotels,comfortable stay,family suite,short drive,convenient location,disney attractions,a nice place to stay,hotel is located,near disney,pool area,outlet mall",3 star — Fairfield Inn & Suites Orlando Lake Buena Vista in the Marriott Village 3*,"8615 Vineland Avenue,Orlando,FL,32821-6499","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi,
Paid Wifi ,
Business Center with Internet Access,
Free Breakfast,
Meeting Rooms,
Laundry Service,
Concierge,
Multilingual Staff,
Dry Cleaning,
Self-Serve Laundry ","
$88 - $179 (Based on Average Rates for a Standard Room)
","
,
Fairfield Inn & Suites Orlando Lake Buena Vista in the Marriott Village
",4
"All reviews,kona cafe,volcano pool,captain cook,hawaii building,great ceremonial house,magic kingdom,dole whip,transportation center,epcot monorail,tonga toast,oasis pool,disney world,cinderella's castle,seven seas lagoon,dvc studio,club level,lagoon view,dinner show,character breakfast,monorail service",4 star — Disney's Polynesian Village Resort 4*,"1600 Seven Seas Drive,Orlando,FL,32830-8423","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Room Service,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Babysitting ","
$519 - $910 (Based on Average Rates for a Standard Room)
","
,
Disney's Polynesian Village Resort
",4
"All reviews,pointe orlando,convention center,international drive,cafe matisse,jack's place,pool area,convenience store,attending a conference,high floor,lobby bar,restaurants and shops,clean hotel,self parking,two double beds,nice pool,housekeeping staff,gift shop,deli,trolley,starbucks",3.5 star — Rosen Plaza Hotel 3.5*,"9700 International Dr,Orlando,FL,32819-8114","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Paid Internet,
Public Wifi ,
Room Service,
Business Center with Internet Access,
Shuttle Bus Service,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Airport Transportation ","
$90 - $254 (Based on Average Rates for a Standard Room)
","
,
Rosen Plaza Hotel
",4
"All reviews,california grill,garden wing,contempo cafe,chef mickey,magic kingdom,grand floridian,bay lake view,theme park view,main tower,disney world,counter space,club level,monorail access,tower room,water parade,monorail service,cinderella's castle,monorail line,space mountain,concierge floor",4 star — Disney's Contemporary Resort 4*,"4600 North World Drive,Orlando,FL,32830-8413","
Wheelchair access ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Spa,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Room Service,
Business Center with Internet Access,
Free Parking,
Shuttle Bus Service,
Children Activities (Kid / Family Friendly),
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Babysitting ","
$448 - $906 (Based on Average Rates for a Standard Room)
","
,
Disney's Contemporary Resort
",4
"All reviews,pirate ship,frankie farrells,pirate pool,fireworks view,outlet mall,pizza hut,master bedroom,jacuzzi bath,washer and dryer,on site shop,convenience store,disney parks,bed apartment,lake buena vista,full kitchen,main bedroom,three bedroom,stayed in building,minute drive,kids loved the pool",3.5 star — Lake Buena Vista Resort Village & Spa 3.5*,"8113 Resort Village Drive,Orlando,FL,32821-5616","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Spa,
Hot Tub,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$131 - $265 (Based on Average Rates for a Standard Room)
","
,
Lake Buena Vista Resort Village & Spa
",4
"All reviews,disney springs,warm cookies,the bus,splash pad,two room suite,lake buena vista,breakfast buffet,close to downtown,mickey waffles,sliding door,parking fee,separate bedroom,restaurant staff,living area,shuttle service,pull out couch,fridge and microwave,two queen beds,family vacation,cleaning staff",3.5 star — DoubleTree Suites by Hilton Orlando - Disney Springs Area 3.5*,"2305 Hotel Plaza Boulevard,Orlando,FL,32830-8439","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub,
Tennis Court ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Business Center with Internet Access,
Room Service,
Shuttle Bus Service,
Meeting Rooms,
Concierge,
Banquet Room,
Multilingual Staff,
Conference Facilities,
Dry Cleaning,
Laundry Service,
Self-Serve Laundry ","
$135 - $263 (Based on Average Rates for a Standard Room)
","
,
DoubleTree Suites by Hilton Orlando - Disney Springs Area
",4
"All reviews,stormalong bay,dvc members,bedroom villa,hollywood studios,cape may cafe,storm along bay,lazy river,character breakfast,world showcase,beaches cream,yachtsman steakhouse,walking distance to epcot,sandy bottom,short walk,quiet pool,love epcot,international gateway,dvc villas,home resort,magic kingdom",4 star — Disney's Beach Club Villas 4*,"1800 Epcot Resorts Blvd,Orlando,FL,32830-8443","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Hot Tub,
Bar/Lounge,
Spa,
Tennis Court ,
Kitchenette,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Room Service,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Concierge,
Banquet Room,
Self-Serve Laundry,
Conference Facilities,
Babysitting,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Multilingual Staff ","
$530 - $942 (Based on Average Rates for a Standard Room)
","
,
Disney's Beach Club Villas
",4.5
"All reviews,amway center,church street,wxyz bar,magic game,w hotel,orange ave,starwood property,floor to ceiling windows,citrus bowl,rocking chairs,within walking distance,big room,valet park,bars and restaurants,business traveler,toilet and shower,front desk staff,location is fantastic,would stay here again,corner room",3 star — Aloft Orlando Downtown 3*,"500 S Orange Ave,Orlando,FL,32801-3708","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Pool,
Bar/Lounge,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Room Service,
Meeting Rooms,
Business Center with Internet Access,
Concierge,
Banquet Room,
Conference Facilities,
Dry Cleaning,
Laundry Service,
Multilingual Staff ","
$183 - $346 (Based on Average Rates for a Standard Room)
","
,
Aloft Orlando Downtown
",4.5
"All reviews,world quest,continental breakfast,three bedroom,full kitchen,washer and dryer,bath condo,cleaning fee,disney parks,towel service,stayed in building,screened balcony,twin beds,pool area,super walmart,hot tub,home away from home,fresh towels,minute drive,beautiful pool,the breakfast area",3.5 star — WorldQuest Orlando Resort 3.5*,"8849 Worldquest Blvd,Orlando,FL,32821-4117","
Wheelchair access,
Non-Smoking Hotel ,
Restaurant,
Hot Tub,
Pool,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Public Wifi,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Concierge,
Self-Serve Laundry,
Business Center with Internet Access,
Laundry Service,
Multilingual Staff ","
$161 - $271 (Based on Average Rates for a Standard Room)
","
,
WorldQuest Orlando Resort
",4.5
"All reviews,international drive,within walking distance,brick house,shallow end,coffee making facilities,recommend this hotel,wouldn't stay anywhere else,small balcony,pool area,bars and restaurants,free internet,stayed here for nights,long flight,central location,trolley stop,easy access,cleaning staff,bahama breeze,business traveler,the ground floor",3 star — Courtyard Orlando International Drive/Convention Center 3*,"8600 Austrian Ct,Orlando,FL,32819-9343","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Bar/Lounge ,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Business Center with Internet Access,
Meeting Rooms,
Conference Facilities,
Free Parking,
Dry Cleaning,
Laundry Service,
Concierge,
Banquet Room,
Self-Serve Laundry ","
$110 - $394 (Based on Average Rates for a Standard Room)
","
,
Courtyard Orlando International Drive/Convention Center
",4.5
"All reviews,universal studios,kirkman road,international drive,extra sink,free breakfast,great stay,sweet tomatoes,free shuttle,hot items,the breakfast area,microwave and fridge,front desk staff,clean rooms,wet n wild,hot breakfast,outdoor pool,yogurt,stayed here for nights,shuttle service,location is great",2.5 star — Hampton Inn Orlando Near Universal Blv / International Dr 2.5*,"7110 South Kirkman Road,Orlando,FL,32819-9347","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi,
Paid Wifi ,
Free Parking,
Free Breakfast,
Shuttle Bus Service,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Dry Cleaning ","
$96 - $206 (Based on Average Rates for a Standard Room)
","
,
Hampton Inn Orlando Near Universal Blv / International Dr
",4
"All reviews,disney springs,hour market,benihana restaurant,extra magic hours,the bus,resort fee,close to downtown,junior suite,the executive lounge,starbucks coffee,character breakfast,per day,magic kingdom,hilton orlando,parking fee,great rate,lake buena vista,self park,business center,shuttle service",4 star — Hilton Orlando Lake Buena Vista - Disney Springs™ Area 4*,"1751 Hotel Plaza Boulevard,Orlando,FL,32830-8430","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Room Service,
Business Center with Internet Access,
Meeting Rooms,
Dry Cleaning,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$132 - $336 (Based on Average Rates for a Standard Room)
","
,
Hilton Orlando Lake Buena Vista - Disney Springs™ Area
",4
"All reviews,old port royale,pirate room,main pool,food court,custom house,the bus,internal shuttle,pirate theme,shutters restaurant,jamaica section,preferred room,dining plan,main food,disney world,water view,sit down restaurant,magic kingdom,magical express,moderate hotel,corner room",3 star — Disney's Caribbean Beach Resort 3*,"900 Cayman Way,Orlando,FL,32830-8411","
Wheelchair access ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$196 - $336 (Based on Average Rates for a Standard Room)
","
,
Disney's Caribbean Beach Resort
",4
"All reviews,sleep inn,international drive,village inn restaurant,the breakfast area,close to sea world,free breakfast,room was clean,front desk staff,hot breakfast,quiet location,nice breakfast,musty smell,attending a conference,i highly recommend this hotel,free shuttle,easy access,per night,bw,cereal,trolley",2.5 star — BEST WESTERN Orlando Convention Center Hotel 2.5*,"6301 Westwood Blvd.,Orlando,FL,32821","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Free Breakfast,
Shuttle Bus Service,
Dry Cleaning,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$81 - $136 (Based on Average Rates for a Standard Room)
","
,
BEST WESTERN Orlando Convention Center Hotel
",4
"All reviews,world center,master bedroom,marriott world,the main hotel,full kitchen,screened in porch,full size washer and dryer,glass block,marriott vacation club properties,huge walk in shower,beautiful golf course,tennis courts,short walk,relaxing week,rain shower,on demand,sand volleyball,these units,kiddie area,great kitchen",3.5 star — Marriott's Sabal Palms 3.5*,"8805 World Center Dr,Orlando,FL,32821-6363","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub,
Tennis Court,
Golf course ,
Kitchenette,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Business Center with Internet Access,
Concierge,
Self-Serve Laundry,
Dry Cleaning,
Meeting Rooms,
Laundry Service ","
$189 - $496 (Based on Average Rates for a Standard Room)
","
,
Marriott's Sabal Palms
",4.5
"All reviews,bunk beds,lagoon pool,kids room,lazer maze,ninja turtles,d movie,kids spa,water park was fun,mini golf,keurig coffee maker,renovated room,putt putt,parking fee,small kitchenette,fire alarm,living room,pull out couch,basketball court,king suite,mini fridge",3.5 star — Holiday Inn Resort Orlando Suites - Waterpark 3.5*,"14500 Continental Gateway,Orlando,FL,32821-5100","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Fitness Center with Gym / Workout Room,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Public Wifi,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Children Activities (Kid / Family Friendly),
Business Center with Internet Access,
Shuttle Bus Service,
Room Service,
Meeting Rooms,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Dry Cleaning,
Breakfast Available ","
$112 - $244 (Based on Average Rates for a Standard Room)
","
,
Holiday Inn Resort Orlando Suites - Waterpark
",4
"All reviews,international drive,the breakfast area,double shower heads,free breakfast,yogurt,universal boulevard,bahama breeze,waffle maker,make your own waffles,small kitchenette,mini fridge and microwave,breakfast staff,quiet area,king suite,sitting area,front desk staff,location is excellent,would definitely stay here again,business trip,sofa bed",3 star — SpringHill Suites Orlando Convention Center/International Drive Area 3*,"8840 Universal Blvd,Orlando,FL,32819-9354","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant ,
Suites,
Kitchenette,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Paid Internet ,
Free Breakfast,
Meeting Rooms,
Room Service,
Free Parking,
Dry Cleaning,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$88 - $236 (Based on Average Rates for a Standard Room)
","
,
SpringHill Suites Orlando Convention Center/International Drive Area
",4
"All reviews,universal studios,room was clean,free breakfast,hot waffles,yogurt,nice breakfast,staff was friendly and helpful,make your own waffles,walking distance,golden corral,halloween horror nights,the breakfast area,trolley stop,the hotel offers,decent hotel,would stay here again,fridge and microwave,stayed nights,non smoking,location was perfect",2.5 star — Quality Inn & Suites 2.5*,"5635 Windhover Dr,Orlando,FL,32819-7936","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Accessible rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Free Breakfast,
Business Center with Internet Access,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$70 - $176 (Based on Average Rates for a Standard Room)
","
,
Quality Inn & Suites
",4
"All reviews,waffle house,choice hotels,one night,front desk,toll road,breakfast attendant,an early flight,room was clean,the shuttle driver,complimentary breakfast,next morning,florida mall,yogurt,waffle maker,port canaveral,free shuttle,rental car,hot tub,fridge and microwave,would stay again",2.5 star — Comfort Suites Orlando Airport 2.5*,"1936 McCoy Rd,Orlando,FL,32809-7834","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Accessible rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Business Center with Internet Access,
Shuttle Bus Service,
Airport Transportation,
Free Breakfast,
Meeting Rooms,
Breakfast Available,
Laundry Service,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry ","
$78 - $146 (Based on Average Rates for a Standard Room)
","
,
Comfort Suites Orlando Airport
",4
"All reviews,free breakfast,eggs cooked to order,caribe royale,straight shot,disney parks,sister hotel,king suite,bedroom area,fridge and microwave,front desk manager,shuttle service,rooms are spacious,hot breakfast,pull out couch,disney vacation,orlando area,minute drive,yogurt,bvs,cvs",3.5 star — Buena Vista Suites 3.5*,"8203 World Center Dr,Orlando,FL,32821-5407","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms,
Smoking rooms available ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Public Wifi ,
Free Parking,
Free Breakfast,
Shuttle Bus Service,
Room Service,
Meeting Rooms,
Business Center with Internet Access,
Banquet Room,
Conference Facilities,
Airport Transportation,
Dry Cleaning,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$125 - $213 (Based on Average Rates for a Standard Room)
","
,
Buena Vista Suites
",4
"All reviews,toy story,mighty ducks,food court,love bug,fantasia pool,buzz lightyear,the bus,fantasia building,preferred room,rooms are small,larger than life,gift shop,disney experience,meal plan,disney movie,dining plan,magic kingdom,magical express,stuffed animals,place to sleep",2.5 star — Disney's All-Star Movies Resort 2.5*,"1901 West Buena Vista Drive,Orlando,FL,32830-8412","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge ,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Shuttle Bus Service,
Children Activities (Kid / Family Friendly),
Airport Transportation,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Free Parking ","
$107 - $234 (Based on Average Rates for a Standard Room)
","
,
Disney's All-Star Movies Resort
",4
"All reviews,universal studios,international drive,best westerns,basketball court,free shuttle,wet n wild,breakfast buffet,fridge and microwave,pool area,hotel restaurant,hotel is in a great location,nice pool,beds were comfortable,shuttle service,upon check,minute drive,tubs,bw,deli,tennis",3 star — Best Western Orlando Gateway Hotel 3*,"7299 Universal Blvd,Orlando,FL,32819-8353","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi,
Paid Wifi ,
Free Parking,
Business Center with Internet Access,
Shuttle Bus Service,
Meeting Rooms,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Room Service,
Dry Cleaning,
Banquet Room,
Breakfast Available ","
$71 - $174 (Based on Average Rates for a Standard Room)
","
,
Best Western Orlando Gateway Hotel
",4
"All reviews,the indoor outdoor pool,wakoola springs,sea world,stayed in building,time share,lake eve,timeshare presentation,full kitchen,master bedroom,presidential suite,steam room,sales pitch,paddle boats,washer and dryer,parking pass,big pool,pool towels,screened in porch,granite countertops,basketball court",3 star — Bluegreen Fountains Resort 3*,"12400 South International Drive,Orlando,FL,32821-6936","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Hot Tub,
Pool,
Restaurant,
Bar/Lounge,
Spa,
Fitness Center with Gym / Workout Room,
Tennis Court ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Accessible rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Children Activities (Kid / Family Friendly),
Meeting Rooms,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Business Center with Internet Access,
Laundry Service ","
$151 - $302 (Based on Average Rates for a Standard Room)
","
,
Bluegreen Fountains Resort
",4
"All reviews,breakfast buffet,courtyard marriott,palm parkway,downtown disney,olive garden,an older property,lake buena vista,disney world,hot tub,great rate,exercise room,major attractions,free internet,king suite,convenient location,booked this hotel,each morning,business center,gift shop,premium outlets",3 star — Courtyard Orlando Lake Buena Vista at Vista Centre 3*,"8501 Palm Pkwy,Orlando,FL,32836-6416","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Shuttle Bus Service,
Meeting Rooms,
Banquet Room,
Self-Serve Laundry,
Conference Facilities,
Children Activities (Kid / Family Friendly),
Room Service,
Free Parking,
Dry Cleaning,
Laundry Service,
Concierge,
Multilingual Staff ","
$81 - $180 (Based on Average Rates for a Standard Room)
","
,
Courtyard Orlando Lake Buena Vista at Vista Centre
",4
