,UserID,ISBN,BookRating
152997,192129,1400034779,0
153004,192135,0061097314,0
153015,192135,0446603929,0
153019,192135,0553579606,0
153020,192135,0553580930,0
153076,192158,0385335482,0
153089,192165,0679429220,0
153111,192176,006101351X,0
153115,192176,0066214122,0
153132,192176,0345339711,0
153133,192176,0345339738,0
153138,192176,0345422317,0
153143,192176,0380002930,0
153152,192176,0425146413,0
153159,192176,0439136369,0
153160,192176,0439139600,0
153170,192176,0446359866,0
153172,192176,0446609404,0
153176,192176,0449912558,0
153180,192176,0515128554,0
153181,192176,0515130389,0
153191,192176,0553579606,0
153193,192176,0553580191,0
153194,192176,0553580221,0
153195,192176,059035342X,0
153211,192176,0786817070,0
153225,192176,0842329129,0
153226,192176,0842329218,0
153227,192176,0842329242,0
153229,192176,0842329269,0
153287,192185,0440220602,0
153295,192185,0671003755,0
153318,192191,0316781010,0
153322,192191,0425184226,0
153343,192199,0971880107,0
153349,192203,0345350499,0
153352,192203,0375727345,0
153389,192211,038542017X,0
153397,192211,0440221471,0
153467,192215,0385720106,0
153480,192228,0671027360,0
153490,192230,0440225701,0
153491,192230,0440236673,0
153553,192245,006092988X,0
153567,192245,0316781010,0
153572,192245,0375706410,0
153577,192245,0385472951,0
153585,192245,0425133540,0
153587,192245,0425143325,0
153599,192245,0446606812,0
153617,192245,0553576801,0
153621,192245,0671003755,0
153623,192245,0671510053,0
153625,192245,0671867172,0
153649,192257,0452260116,0
153665,192262,0385504209,0
153687,192278,0156006529,0
153703,192307,0425181103,0
153733,192338,0525947647,0
153750,192353,044021145X,0
153751,192353,0440211727,0
153754,192353,0440234743,0
153761,192353,0553250531,0
153763,192353,067976402X,0
153773,192354,0312265859,0
153798,192375,0060934417,0
153926,192453,0399145087,0
153941,192460,0440211263,0
154001,192476,0316769487,0
154028,192479,0446603929,0
154103,192518,0345447840,0
154129,192560,0345439104,0
154165,192621,0440234743,0
154174,192644,0060930535,0
154193,192660,0440211263,0
154194,192660,0440222656,0
154195,192660,0440224764,0
154208,192662,0671510053,0
154219,192665,059035342X,0
154236,192673,0671003755,0
154260,192703,0066214122,0
154278,192710,014028009X,0
154284,192710,0316666343,0
154286,192710,0345342968,0
154293,192710,0375726403,0
154294,192710,0375727345,0
154299,192710,0385720106,0
154306,192710,042513699X,0
154309,192710,0440204194,0
154311,192710,0440211263,0
154317,192710,0449907481,0
154320,192710,0452282829,0
154336,192710,0679744398,0
154337,192710,0679746048,0
154363,192726,0374100128,0
154366,192727,0345350499,0
154413,192760,0316666343,0
154421,192765,0373484429,0
154444,192779,0373484003,0
154445,192779,0684872153,0
154467,192806,0671867091,0
154472,192820,0385472943,0
154473,192820,0385490992,0
154483,192832,0441790348,0
154491,192842,067102423X,0
154495,192844,0142001740,0
154497,192844,0375702709,0
154498,192844,044651652X,0
154528,192875,0141000198,0
154529,192875,0679781587,0
154542,192880,0060930535,0
154545,192895,0971880107,0
154682,193011,0767902521,0
154728,193063,1400034779,0
154752,193106,0156007479,0
154760,193106,0440414806,0
154762,193106,0688177859,0
154769,193117,0971880107,0
154770,193118,0671027360,0
154816,193139,0091867770,0
154819,193143,0385722206,0
154821,193148,0373483503,0
154822,193148,0440241537,0
154832,193149,0345353145,0
154836,193156,0345391055,0
154847,193156,0440241073,0
154848,193156,0440241537,0
154864,193168,0312291639,0
154866,193168,0316769487,0
154867,193168,0316776963,0
154872,193168,0439404371,0
154880,193168,0971880107,0
154973,193248,0451142934,0
154976,193248,0451163524,0
155011,193269,006101351X,0
155111,193337,0345353145,0
155189,193344,0446606324,0
155191,193344,0553582755,0
155200,193350,0312966091,0
155201,193350,0312983271,0
155211,193350,0373483422,0
155245,193350,0553572326,0
155313,193412,0374199698,0
155314,193412,0375400117,0
155322,193412,0679439382,0
155334,193416,0060930535,0
155345,193428,0312195516,0
155346,193428,0312278586,0
155347,193428,0375707972,0
155363,193441,044021145X,0
155368,193442,0425146413,0
155370,193446,0440241073,0
155372,193448,0060915544,0
155388,193453,0345447840,0
155393,193458,0060987561,0
155395,193458,0062502182,0
155460,193458,0425121259,0
155461,193458,0425152251,0
155548,193458,0971880107,0
155616,193469,0441172717,0
155647,193470,0688170528,0
155686,193498,0743206045,0
155699,193499,0060987529,0
155709,193499,0064407667,0
155712,193499,014028009X,0
155714,193499,014029628X,0
155722,193499,0312263120,0
155730,193499,0312966806,0
155733,193499,0312980159,0
155735,193499,031298328X,0
155738,193499,0316168688,0
155752,193499,0345439104,0
155765,193499,0374199698,0
155771,193499,0375703764,0
155780,193499,0380731851,0
155784,193499,0380789035,0
155786,193499,038079487X,0
155791,193499,0385265700,0
155792,193499,0385335881,0
155793,193499,0385336179,0
155795,193499,038542017X,0
155798,193499,038549081X,0
155799,193499,038550926X,0
155808,193499,0425161242,0
155811,193499,0425172996,0
155821,193499,0440241162,0
155834,193499,0449005615,0
155836,193499,0449134482,0
155841,193499,0451188454,0
155851,193499,0451208765,0
155868,193499,055321313X,0
155872,193499,0553569910,0
155885,193499,0671003755,0
155919,193499,0743437802,0
155920,193499,0743460529,0
155933,193499,0804111359,0
155935,193499,0805062971,0
155938,193499,0812550706,0
155957,193499,1400031362,0
155958,193499,1400034779,0
155978,193500,0440224764,0
156001,193512,0394820371,0
156015,193529,0312924585,0
156033,193529,034540288X,0
156041,193529,0425122123,0
156042,193529,0425133540,0
156045,193529,0425147517,0
156049,193529,042517736X,0
156051,193529,0440222656,0
156052,193529,0440224764,0
156059,193529,0446364193,0
156065,193529,0451167317,0
156067,193529,0451172817,0
156144,193549,0060976845,0
156827,193560,0743418131,0
157031,193584,0446608262,0
157045,193610,0380018179,0
157057,193610,0743439740,0
157094,193617,0060959037,0
157095,193617,0312195516,0
157097,193617,074322535X,0
157103,193634,0971880107,0
157104,193637,0425162443,0
157118,193642,0971880107,0
157131,193660,0446608262,0
157194,193676,0060987561,0
157198,193676,0061097101,0
157206,193676,014028009X,0
157211,193676,0312195516,0
157212,193676,0312278586,0
157214,193676,0312421273,0
157216,193676,0316601950,0
157217,193676,0316666343,0
157219,193676,0345337662,0
157221,193676,0345397819,0
157224,193676,0345439104,0
157225,193676,0345443284,0
157228,193676,0375706771,0
157229,193676,0375707972,0
157230,193676,0380018179,0
157231,193676,0380778556,0
157234,193676,0385335482,0
157235,193676,0385335881,0
157238,193676,0385503954,0
157242,193676,0425162443,0
157243,193676,0425184226,0
157249,193676,0440211727,0
157251,193676,0440224594,0
157253,193676,0440235596,0
157257,193676,0446365386,0
157264,193676,0451169530,0
157267,193676,0452282829,0
157273,193676,0670030643,0
157275,193676,0670894605,0
157281,193676,0679746048,0
157282,193676,067976397X,0
157283,193676,067976402X,0
157287,193676,0684867621,0
157288,193676,0743224574,0
157290,193676,0743418174,0
157294,193676,080411109X,0
157324,193695,0446364193,0
157350,193716,0743225406,0
157364,193723,0553268880,0
157384,193736,0971880107,0
157392,193738,0449005615,0
157417,193740,0345348109,0
157445,193746,0394820371,0
157478,193750,0316602051,0
157479,193750,0316602906,0
157486,193750,0385504209,0
157489,193750,0385508042,0
157507,193750,0743211375,0
157536,193759,0345353145,0
157539,193759,0345370775,0
157541,193759,034540288X,0
157554,193759,0671004107,0
157585,193769,014025448X,0
157703,193786,0743237188,0
157716,193798,0345413350,0
157743,193805,0440235596,0
157747,193817,0375727345,0
157830,193890,0441569595,0
157854,193898,0345353145,0
157863,193898,0375703063,0
157882,193898,0385511612,0
157921,193898,0446364193,0
157930,193898,0446603929,0
157933,193898,0446605484,0
157947,193898,0451188454,0
157955,193898,0515133973,0
157971,193898,0553578685,0
157972,193898,0553581554,0
157973,193898,0553582127,0
157988,193898,0671867091,0
157998,193898,0743211375,0
158023,193898,0971880107,0
158052,193926,0971880107,0
158063,193938,0553279378,0
158085,193966,0060512822,0
158099,193966,0553278029,0
158100,193966,0553572326,0
158102,193966,0743439740,0
158104,193966,0802139256,0
158147,194006,0385490992,0
158271,194126,0385335881,0
158276,194127,044651862X,0
158288,194129,0399144463,0
158320,194138,0385265700,0
158342,194157,0425167313,0
158349,194161,0375725784,0
158351,194172,0060391626,0
158354,194172,0312244266,0
158363,194172,0375703063,0
158374,194172,0671743058,0
158389,194182,0345465083,0
158406,194202,0345370775,0
158408,194202,042510107X,0
158409,194202,0425122123,0
158410,194202,044021145X,0
158416,194202,0446606812,0
158433,194208,038572179X,0
158462,194243,0060188731,0
158475,194253,0316168815,0
158478,194260,0971880107,0
158479,194266,0060502258,0
158493,194275,0451204530,0
158543,194296,0971880107,0
158544,194296,155874262X,0
158557,194306,0425175405,0
158580,194356,006101351X,0
158581,194356,0553581554,0
158650,194423,0971880107,0
158681,194457,0141000198,0
158683,194457,0312195516,0
158687,194457,0375706410,0
158689,194457,0385722206,0
158690,194457,039592720X,0
158691,194457,0425167313,0
158694,194457,0452282829,0
158695,194457,067976397X,0
158696,194457,067976402X,0
158698,194457,0679781587,0
158711,194460,0425163407,0
158712,194460,0441569595,0
158717,194463,0316096199,0
158720,194463,0345416260,0
158721,194463,0345441133,0
158722,194463,0374129983,0
158725,194463,0375727132,0
158730,194463,0449005615,0
158739,194463,0688170528,0
158740,194463,0743418174,0
158773,194493,038572179X,0
158871,194513,0425182908,0
158888,194514,0316666343,0
158895,194514,0380727501,0
158896,194514,038550926X,0
158897,194514,0399147195,0
158902,194514,0440211263,0
158905,194514,0446532231,0
158906,194514,0446603929,0
158907,194514,0446606189,0
158908,194514,0449003787,0
158910,194514,0449221482,0
158964,194519,014028009X,0
158979,194519,0441172717,0
158981,194519,0446605239,0
158985,194519,0670892963,0
159068,194525,0385486804,0
159074,194525,0743237188,0
159083,194534,0439139600,0
159086,194534,059035342X,0
159107,194539,0553273914,0
159119,194543,0671510053,0
159124,194544,0380718340,0
159151,194572,044021145X,0
159158,194585,044023722X,0
159165,194597,0515131229,0
159166,194597,0515132020,0
159167,194597,051513287X,0
159190,194600,0062502182,0
159201,194600,0140119906,0
159221,194600,0142000205,0
159256,194600,0316096199,0
159258,194600,0316168688,0
159264,194600,0316776963,0
159283,194600,0345439104,0
159285,194600,0345443284,0
159309,194600,0380018179,0
159328,194600,0385335881,0
159356,194600,0425162443,0
159363,194600,0440200563,0
159365,194600,0440211727,0
159369,194600,0440226104,0
159372,194600,0440414806,0
159378,194600,0446359866,0
159382,194600,0446605239,0
159440,194600,0553289411,0
159442,194600,0553574574,0
159500,194600,0684833395,0
159554,194600,080411109X,0
159555,194600,0804111359,0
159632,194602,0385508042,0
159642,194605,0385424736,0
159643,194605,0385472943,0
159645,194605,0385497466,0
159647,194605,0399150897,0
159654,194605,0446611212,0
159663,194605,0515135739,0
159742,194636,0060930535,0
159747,194636,0312282990,0
159754,194636,0439139600,0
159803,194639,0446611212,0
159814,194642,0679429220,0
159962,194669,000649840X,0
159977,194669,0060976845,0
160001,194669,0064407667,0
160016,194669,0142001740,0
160023,194669,0312265867,0
160026,194669,0312306326,0
160027,194669,0312422156,0
160033,194669,0312966091,0
160034,194669,0312966970,0
160036,194669,0312971346,0
160038,194669,0312976275,0
160039,194669,0312980140,0
160040,194669,0312983271,0
160041,194669,031298328X,0
160042,194669,0312983298,0
160043,194669,0312983867,0
160044,194669,0312986343,0
160046,194669,0316666343,0
160047,194669,0316776963,0
160048,194669,0316969443,0
160056,194669,034541389X,0
160060,194669,0345441036,0
160074,194669,0373483503,0
160085,194669,0375700757,0
160086,194669,0375726403,0
160092,194669,0380731851,0
160116,194669,0385336179,0
160118,194669,0385424728,0
160120,194669,0385484518,0
160165,194669,0425175405,0
160183,194669,0425182908,0
160196,194669,0440235162,0
160200,194669,0440241073,0
160201,194669,0440241162,0
160217,194669,0446364193,0
160218,194669,044651652X,0
160221,194669,0446527793,0
160227,194669,0446610038,0
160228,194669,0446612790,0
160312,194669,0452282152,0
160328,194669,051512317X,0
160329,194669,0515124214,0
160330,194669,0515124893,0
160345,194669,051513628X,0
160375,194669,055356451X,0
160384,194669,0553582755,0
160386,194669,0553583441,0
160414,194669,0670030643,0
160421,194669,0671001795,0
160428,194669,0671027360,0
160449,194669,0671894455,0
160451,194669,0679429220,0
160456,194669,0688177751,0
160469,194669,0743418131,0
160470,194669,0743418174,0
160483,194669,0767902521,0
160489,194669,0786868716,0
160540,194669,0971880107,0
160671,194676,0515122734,0
160683,194676,0515136530,0
160790,194706,0385335482,0
160822,194735,0425182908,0
160835,194739,0345337662,0
160840,194739,080410753X,0
160893,194803,0062502182,0
160910,194803,055356451X,0
160984,194823,0679772677,0
160985,194823,1573225789,0
161087,194929,0312982518,0
161088,194929,0425184226,0
161095,194936,0425152251,0
161216,194992,0316602906,0
161219,194992,0316693006,0
161223,194992,0399150897,0
161225,194992,0446527165,0
161252,195008,0425122123,0
161314,195018,0312278586,0
161325,195033,0345370805,0
161326,195033,0385265700,0
161331,195033,0671003755,0
161332,195033,068484477X,0
161352,195041,0345465083,0
161375,195049,0385503954,0
161510,195079,0971880107,0
161539,195100,006016848X,0
161540,195100,0061097101,0
161599,195116,0060938455,0
161662,195116,0385512104,0
161720,195116,0786867647,0
161721,195116,0842329129,0
161728,195116,0971880107,0
161746,195123,0679744398,0
161752,195124,0971880107,0
161785,195128,089480829X,0
161864,195247,000649840X,0
161889,195247,0156628708,0
161895,195247,0440414806,0
161902,195247,0552137030,0
161911,195247,0679746048,0
161912,195247,067976402X,0
161920,195247,0749397543,0
161958,195278,0743224574,0
162017,195326,0373484410,0
162019,195326,0425172546,0
162020,195326,044021145X,0
162022,195326,0446607711,0
162028,195336,0345337662,0
162053,195355,0425143325,0
162069,195374,006016848X,0
162098,195374,0525947647,0
162146,195374,0971880107,0
162161,195376,0440224624,0
162170,195386,0345404769,0
162172,195386,0345413881,0
162177,195386,0425184226,0
162180,195386,0440225825,0
162184,195386,0446603929,0
162192,195386,0451204530,0
162272,195441,0553582135,0
162274,195441,0671027581,0
162288,195445,0552998486,0
162351,195469,006101351X,0
162356,195469,0140042598,0
162357,195469,0140067477,0
162366,195469,0312265867,0
162367,195469,0312952716,0
162369,195469,0316602051,0
162372,195469,0316769487,0
162373,195469,0316776963,0
162375,195469,0345339681,0
162380,195469,0345465083,0
162388,195469,0385424736,0
162392,195469,0385511612,0
162402,195469,0399150897,0
162405,195469,0425189864,0
162414,195469,0440180295,0
162415,195469,0440211727,0
162416,195469,0440213525,0
162417,195469,0440234743,0
162418,195469,0440236673,0
162419,195469,0440241073,0
162420,195469,0440241537,0
162432,195469,0446605239,0
162433,195469,0446612790,0
162436,195469,0451156609,0
162444,195469,0553213105,0
162446,195469,0553250426,0
162453,195469,0553572997,0
162471,195469,0671002481,0
162473,195469,0671027360,0
162479,195469,0679429220,0
162484,195469,0679723161,0
162489,195469,068484267X,0
162490,195469,068484477X,0
162511,195469,155874262X,0
162575,195525,0425116840,0
162580,195529,0425154092,0
162596,195572,0060175400,0
162601,195572,0374129983,0
162603,195572,0374199698,0
162609,195572,0385503954,0
162632,195573,0449134482,0
162633,195574,0441569595,0
162708,195660,0099387913,0
162768,195694,0060938455,0
162770,195694,0060976845,0
162771,195694,0060987103,0
162789,195694,0061097314,0
162800,195694,0070212570,0
162801,195694,014025448X,0
162803,195694,014100018X,0
162835,195694,0312966091,0
162836,195694,0312966806,0
162837,195694,0312966970,0
162839,195694,0312971125,0
162840,195694,0312971346,0
162841,195694,0312974256,0
162844,195694,0312976275,0
162847,195694,0312980159,0
162851,195694,0312983867,0
162858,195694,0316601950,0
162859,195694,0316602051,0
162860,195694,0316602906,0
162870,195694,0316969443,0
162882,195694,0345384350,0
162885,195694,034538475X,0
162892,195694,0345413350,0
162894,195694,0345422317,0
162902,195694,0345427637,0
162906,195694,0345441036,0
162909,195694,0345443284,0
162912,195694,0345447840,0
162924,195694,0375702709,0
162925,195694,0375703764,0
162954,195694,0380789019,0
162955,195694,0380789035,0
162974,195694,0380813815,0
162988,195694,038550926X,0
162991,195694,0385512104,0
162992,195694,0385730586,0
163006,195694,0425121259,0
163013,195694,042513525X,0
163014,195694,0425136981,0
163018,195694,0425147517,0
163021,195694,0425153975,0
163023,195694,0425161242,0
163024,195694,0425166619,0
163045,195694,0425192733,0
163065,195694,0440225701,0
163066,195694,0440225825,0
163067,195694,0440226430,0
163068,195694,0440234743,0
163070,195694,0440235596,0
163073,195694,044023722X,0
163092,195694,0446364193,0
163107,195694,0446602620,0
163108,195694,0446605484,0
163110,195694,0446606189,0
163141,195694,0451160525,0
163144,195694,0451163524,0
163148,195694,0451170385,0
163149,195694,0451176464,0
163160,195694,0451186362,0
163205,195694,0452282152,0
163248,195694,0553271636,0
163251,195694,0553280368,0
163252,195694,0553280414,0
163254,195694,0553560247,0
163262,195694,0553572997,0
163270,195694,0553578308,0
163271,195694,0553578316,0
163275,195694,0553578685,0
163278,195694,0553580221,0
163283,195694,0553582747,0
163284,195694,0553582755,0
163285,195694,0553582763,0
163299,195694,0671001795,0
163303,195694,0671011375,0
163316,195694,0671027344,0
163317,195694,0671028367,0
163331,195694,0671673688,0
163335,195694,0671693816,0
163341,195694,0671743058,0
163346,195694,0671758896,0
163353,195694,0679446486,0
163375,195694,0743211375,0
163388,195694,0743418174,0
163389,195694,0743418204,0
163408,195694,0743457358,0
163576,195694,1573229725,0
163607,195708,0380018179,0
163620,195714,0446532231,0
163623,195714,0971880107,0
163688,195716,0345348109,0
163731,195727,0971880107,0
163741,195762,0971880107,0
163742,195764,0446606812,0
163747,195767,0399146253,0
163755,195770,0671021001,0
163761,195770,0971880107,0
163786,195803,0385335482,0
163791,195805,0060977493,0
163798,195826,0688170528,0
163828,195880,0440226104,0
163830,195880,0671038184,0
163836,195885,0061015725,0
163858,195904,0060977493,0
163859,195904,0060987103,0
163916,195904,067976402X,0
163980,195940,0671021001,0
164011,195951,0060977493,0
164046,196006,0971880107,0
164132,196018,0399144463,0
164133,196018,0425109720,0
164316,196047,0142001740,0
164322,196047,0312244266,0
164324,196047,0312971125,0
164329,196047,0316666343,0
164330,196047,0316781010,0
164331,196047,0316788228,0
164336,196047,034541389X,0
164344,196047,0375500510,0
164347,196047,0375707972,0
164348,196047,0375727132,0
164363,196047,0385484518,0
164364,196047,038549081X,0
164365,196047,0385490992,0
164368,196047,0385508417,0
164369,196047,0385510438,0
164370,196047,0385720106,0
164374,196047,0425122123,0
164377,196047,0425182878,0
164387,196047,0440225825,0
164391,196047,0440241537,0
164394,196047,0446356832,0
164395,196047,0446359866,0
164399,196047,0446604844,0
164400,196047,0446605239,0
164412,196047,0451202341,0
164418,196047,0452269571,0
164424,196047,0515132136,0
164433,196047,055356451X,0
164434,196047,0553569031,0
164435,196047,0553571885,0
164437,196047,059035342X,0
164449,196047,0671510053,0
164459,196047,0679746048,0
164468,196047,0688177751,0
164474,196047,0743439740,0
164491,196047,0971880107,0
164497,196047,1558743669,0
164498,196047,1558745157,0
164500,196047,1573225789,0
164532,196052,0316666343,0
164536,196052,034541389X,0
164544,196052,0440241537,0
164546,196052,0446611085,0
164550,196052,0515128554,0
164551,196052,0515133973,0
164589,196053,0451160525,0
164616,196057,0671001795,0
164622,196062,1565122968,0
164635,196077,002542730X,0
164637,196077,0060008032,0
164643,196077,006016848X,0
164644,196077,0060175400,0
164658,196077,0060938455,0
164661,196077,0060976845,0
164663,196077,0060987103,0
164665,196077,0060987529,0
164681,196077,0061097101,0
164690,196077,0064407667,0
164691,196077,0064407675,0
164699,196077,0066214122,0
164703,196077,0140119906,0
164713,196077,0140244824,0
164715,196077,0140254544,0
164731,196077,0141000198,0
164735,196077,0142001430,0
164738,196077,0156006529,0
164774,196077,0312265867,0
164777,196077,0312305060,0
164780,196077,0312421273,0
164788,196077,0312966806,0
164789,196077,0312966970,0
164792,196077,0312971125,0
164793,196077,0312971346,0
164798,196077,0312980159,0
164800,196077,0312983271,0
164803,196077,0312986343,0
164808,196077,0316601950,0
164815,196077,0316781010,0
164820,196077,0316969443,0
164828,196077,0345313860,0
164832,196077,0345337662,0
164842,196077,0345370775,0
164843,196077,0345370805,0
164850,196077,034540288X,0
164860,196077,0345435168,0
164861,196077,0345439104,0
164863,196077,0345443284,0
164930,196077,0374100128,0
164946,196077,0375703063,0
164948,196077,0375703861,0
164950,196077,0375725784,0
164951,196077,0375727345,0
164980,196077,0380731851,0
164998,196077,0380789035,0
165018,196077,0385265700,0
165028,196077,0385335482,0
165033,196077,0385420161,0
165037,196077,0385484518,0
165038,196077,0385486804,0
165046,196077,0385497466,0
165051,196077,0385505833,0
165055,196077,0385730586,0
165076,196077,0399145087,0
165088,196077,042513525X,0
165089,196077,042513699X,0
165092,196077,0425147517,0
165098,196077,0425157539,0
165102,196077,0425161722,0
165104,196077,0425162788,0
165111,196077,0425180638,0
165115,196077,0425192733,0
165132,196077,0440202043,0
165135,196077,0440204887,0
165140,196077,0440211263,0
165147,196077,0440217490,0
165149,196077,0440217563,0
165155,196077,0440222656,0
165158,196077,0440224675,0
165159,196077,0440224705,0
165161,196077,0440226104,0
165162,196077,0440226430,0
165165,196077,0440235596,0
165203,196077,044651652X,0
165204,196077,0446516538,0
165213,196077,0446605239,0
165216,196077,0446606189,0
165218,196077,0446606812,0
165221,196077,0446607657,0
165222,196077,0446608262,0
165225,196077,0446608955,0
165227,196077,0446610038,0
165228,196077,0446610542,0
165229,196077,044661064X,0
165243,196077,0449003787,0
165244,196077,0449003795,0
165263,196077,0449219461,0
165267,196077,0449221482,0
165268,196077,0449221504,0
165269,196077,0449221512,0
165279,196077,0449907481,0
165283,196077,0451137965,0
165284,196077,0451142934,0
165287,196077,0451153553,0
165288,196077,0451156609,0
165291,196077,0451163524,0
165292,196077,0451166892,0
165293,196077,0451167317,0
165296,196077,0451169514,0
165297,196077,0451169530,0
165310,196077,0451188454,0
165318,196077,0451202341,0
165344,196077,0451526341,0
165347,196077,0452260116,0
165352,196077,0452280621,0
165357,196077,0452282829,0
165373,196077,0515124893,0
165418,196077,0553271636,0
165420,196077,0553272535,0
165425,196077,0553278029,0
165428,196077,0553279912,0
165430,196077,0553280368,0
165437,196077,0553296981,0
165445,196077,055356160X,0
165456,196077,0553571885,0
165457,196077,0553573136,0
165464,196077,0553582747,0
165465,196077,0553582755,0
165501,196077,0671001795,0
165502,196077,0671002481,0
165506,196077,0671021001,0
165507,196077,0671026011,0
165511,196077,0671038184,0
165512,196077,0671038443,0
165516,196077,0671042858,0
165521,196077,0671510053,0
165545,196077,0671693816,0
165553,196077,0671743058,0
165555,196077,0671758896,0
165565,196077,0671888587,0
165566,196077,0671894455,0
165570,196077,067940712X,0
165580,196077,067976397X,0
165581,196077,067976402X,0
165583,196077,0679772677,0
165600,196077,0684833395,0
165603,196077,068484477X,0
165609,196077,0684872153,0
165610,196077,0684874350,0
165641,196077,0743237188,0
165647,196077,0743418131,0
165654,196077,0743437802,0
165674,196077,0767905180,0
165675,196077,0767905202,0
165696,196077,0786890436,0
165707,196077,0804111359,0
165717,196077,0805059555,0
165757,196077,0842329129,0
165758,196077,0842329218,0
165810,196077,0971880107,0
165811,196077,140003065X,0
165834,196077,1559029838,0
165854,196077,1573221937,0
165859,196077,1573229571,0
165912,196100,0552998486,0
165930,196106,0373218192,0
165972,196106,0446607657,0
165973,196106,0446610542,0
166004,196106,0553582135,0
166005,196106,059035342X,0
166017,196106,0743460529,0
166042,196106,1559029838,0
166083,196108,0380789035,0
166179,196113,0091867770,0
166180,196113,0142001740,0
166181,196113,0312291639,0
166195,196113,0767902521,0
166210,196129,0312278586,0
166211,196129,0345337662,0
166218,196129,044021145X,0
166223,196129,0553275976,0
166240,196137,0345447867,0
166249,196137,0446356832,0
166251,196137,0515133302,0
166265,196146,0091867770,0
166437,196160,0060929871,0
166457,196160,0312749511,0
166485,196160,0345339703,0
166487,196160,0345339738,0
166516,196160,0380002930,0
166534,196160,0385505833,0
166540,196160,0425153975,0
166541,196160,0425155404,0
166582,196160,0441569595,0
166620,196160,0451160525,0
166622,196160,0451163524,0
166623,196160,0451167317,0
166764,196160,0743457358,0
166773,196160,0805062971,0
166842,196160,0971880107,0
166901,196187,0316096199,0
166902,196187,0316666343,0
166905,196187,0515130389,0
166909,196187,0671867172,0
166968,196204,1573229326,0
166969,196206,0553279378,0
166971,196213,0590353403,0
166977,196225,037570504X,0
166984,196225,0425167313,0
166995,196228,0060976845,0
167002,196228,0316666343,0
167004,196228,0345438329,0
167017,196228,0440201926,0
167018,196228,0440203856,0
167019,196228,0440207622,0
167021,196228,044651862X,0
167025,196228,0446527793,0
167027,196228,0446531332,0
167035,196228,0671693816,0
167080,196253,042516098X,0
167104,196256,1573225789,0
167165,196297,0767902521,0
167167,196298,0971880107,0
167195,196317,0156628708,0
167196,196317,0312282990,0
167197,196317,0312422156,0
167208,196317,0449005615,0
167225,196352,0805063897,0
167235,196363,0425158632,0
167237,196363,0971880107,0
167296,196423,0451526341,0
167346,196457,0060976845,0
167373,196457,0373825013,0
167378,196457,0375702709,0
167398,196457,0385498802,0
167406,196457,0425152251,0
167407,196457,0425180638,0
167408,196457,0425192725,0
167416,196457,0440213525,0
167422,196457,0440224675,0
167424,196457,0440414806,0
167426,196457,0441790348,0
167428,196457,0446350982,0
167432,196457,0446605484,0
167433,196457,0446606812,0
167434,196457,0446608262,0
167444,196457,0452264464,0
167446,196457,0452280621,0
167453,196457,0515135062,0
167458,196457,0553282476,0
167466,196457,0553580930,0
167467,196457,0553582755,0
167471,196457,0671014919,0
167472,196457,0671021001,0
167483,196457,0679444815,0
167489,196457,067976402X,0
167490,196457,0679772677,0
167512,196457,0743457358,0
167513,196457,0743460529,0
167520,196457,0786867647,0
167524,196457,0786881852,0
167574,196457,1573225789,0
167576,196457,1576737330,0
167590,196466,0060987103,0
167592,196466,0060987561,0
167597,196466,0061097314,0
167603,196466,0140244824,0
167605,196466,0142000205,0
167610,196466,0312278586,0
167611,196466,0312282990,0
167617,196466,0312974256,0
167622,196466,0316781010,0
167623,196466,0345337662,0
167625,196466,0345404769,0
167634,196466,0375702709,0
167635,196466,037570504X,0
167637,196466,0375707972,0
167640,196466,0380730138,0
167641,196466,038079487X,0
167648,196466,0385498802,0
167650,196466,0385504209,0
167659,196466,0425152251,0
167661,196466,0425167313,0
167667,196466,0440224675,0
167669,196466,0440225701,0
167672,196466,0440226430,0
167673,196466,0440235162,0
167682,196466,0446610038,0
167686,196466,0449002632,0
167687,196466,0449005615,0
167697,196466,0452282195,0
167698,196466,0452282829,0
167705,196466,0553268880,0
167707,196466,0553278029,0
167718,196466,067102423X,0
167719,196466,0671027360,0
167724,196466,0671867113,0
167735,196466,0688177751,0
167739,196466,0743237188,0
167742,196466,0743418174,0
167747,196466,0805063897,0
167757,196466,140003065X,0
167766,196468,0425174271,0
167791,196479,0385335482,0
167814,196493,006099486X,0
167821,196493,0971880107,0
167878,196502,0060938455,0
167895,196502,0142001740,0
167905,196502,0316601950,0
167969,196502,0446605239,0
168012,196502,059035342X,0
168044,196502,0679734775,0
168053,196502,0679781587,0
168147,196507,0440224764,0
168188,196527,0446608955,0
168233,196570,0553208845,0
168255,196598,0671708635,0
168297,196621,0440224764,0
168324,196641,155874262X,0
168336,196653,067976402X,0
168348,196656,0385504209,0
168359,196656,0971880107,0
168424,196668,0345353145,0
168526,196722,0525947647,0
168529,196723,0380730138,0
168533,196724,0451166892,0
168546,196729,0385486804,0
168547,196729,0451524934,0
168584,196738,0345402871,0
168593,196738,0380018179,0
168594,196738,038542471X,0
168595,196738,0385424736,0
168596,196738,0385479565,0
168616,196738,0425170349,0
168629,196738,044021145X,0
168630,196738,0440213525,0
168634,196738,0440221471,0
168635,196738,044022165X,0
168637,196738,0440224764,0
168639,196738,0441569595,0
168658,196738,0446604666,0
168660,196738,0446608262,0
168678,196738,0451207521,0
168694,196738,0553275976,0
168701,196738,0553572997,0
168703,196738,0553579754,0
168752,196747,044023722X,0
