"tweets","sentiment"
"Hardly surprising 
We weren't even ready for #Brexit or @realDonaldTrump! https://t.co/POXNfPImad",0
"""David Cameron implied... that World War 3 would be upon us if Brexit occurred.""
This has become an aim of #Brexitäó_ https://t.co/NQeCaFM3Xl",0
"Everyone is doing the Okey Cokey

https://t.co/FFRKmENzX9

#Blog #Brexit #EUReferendum #OUT #MMIH #Blogger",1
"Union defends Post Office pre-Christmas strike - https://t.co/2Utm1HH5cz No post! No post! Gov out! Gov out! No #BRexit! @BBCNews",0
"Southern rail strike: Commuters face chaos in 48-hour walkout - https://t.co/xBCkrZu8Eo Chaos! Chaos! Gov out! Gov out! No #BRexit @BBCNews",0
"#Brexit cracker jokes winner.
""How will Christmas dinner be different after Brexit? No Brussels!""

Not bad.. :)

https://t.co/ogeTg7ksAf",1
"@lanreIdowu3 @BorisJohnson the most brilliant, learned FS since Lord Curzon!  https://t.co/IZu8ty5yQx  #borisjohnson  #boris johnson #Brexit",1
"#Brexit, #Trump, rising oil prices and a weaker pound - what does #2017 hold in store for charities?äó_ https://t.co/QriT1SpFrA",0
"Well..
As an British citizen living in a UK and I'm MORE angry.
This is OUR country and we voted to #Brexit!

TOUGH!
https://t.co/J3MKAl5210",1
"68% want #Brexit as soon as possible, says YouGov.  @borisjohnson #borisjohnson #boris johnson #VoteLeave https://t.co/C3gjK8sSCw",1
"In U.K. MPs won't dare deny #Brexit and yet in US a small council of #ElectoralCollege can deny the #will of the #people?! #democracy",0
"@Keir_Starmer speaks of hard #Brexit fears  https://t.co/Gfxcwx7LO9 via @business @ThomasWPenny",0
"An equivalence deal on #Brexit may be the best the City can get https://t.co/u4YLrlyjoV via @FT #hardbrexit #banking",1
"U.K. Inflation Accelerates to Highest in More Than Two Years #inflation #UK #Brexit #EURUSD #AUDUSD #USDJPY #GBPUSDäó_ https://t.co/XY7bUNSVpU",0
"@Keir_Starmer speaks of hard #Brexit fears https://t.co/Gfxcwx7LO9 via @business @ThomasWPenny",0
"ok FB my year in review - #Campaignbaby awesome, #GLAelections disappointing, #brexit devastating, #Trump awful, #LibDemfightback brilliant.",0
"#Brexit &amp; the UK's insolvency and restructuring regime: The impact on the wider economy - new briefing paper.äó_ https://t.co/8x3SQhwNun",0
".@SwedishPM Lí_fven: ""Eager to keep good relations"" but UK ""can't pick and choose"" over #Brexit https://t.co/w2CrRkRkCW",0
"What happens when 17 million people get the feeling theyäó»ve been cheated?

https://t.co/dIILmG8ehR

#brexit https://t.co/17Gzu7TvMU",0
"Poll reveals that public will not accept a #Brexit which leaves them worse off - that logic in full. Via @frothychap https://t.co/LD1XXmiCs2",0
"#Labour,
If you think you represent the liberal elites, by all means, block #Brexit!
Just.. Kiss you seats goodbye!

https://t.co/p1xnZ1MeIF",1
"@TrueblueBritish @cholatera @borisjohnson, @DavidDavisMP gov.rock solid for #Brexit,it will happen.  #Borisjohnson",1
"Why #Brexit makes me bearish on Sainsburyäó»s growth plan https://t.co/ImMf3YpckJ https://t.co/4RyJAZdSQr",0
"AND REMAIN WANTS TO IMPOSE FREE MOVEMENT!  @borisjohnson #borisjohnson #Brexit #boris johnson https://t.co/T88teK3HD2",0
"Britainäó»s vote for #Brexit wasnäó»t a vote to abandon our rights - Here's 5 things ministers must do to secure them https://t.co/fPbdcNHpgE",0
"#Brexit'ers react to news that inflation has jumped, following their daft decision to leave the #EU

#Inflationäó_ https://t.co/jx3UQrUCa4",0
"Fascinating study of 80K Twitter #Brexit users shows 'leave supporters lived in an echo chamber"" - and other intereäó_ https://t.co/wIFJz2yYbH",0
"It feels as though its only going to go in one direction, and it ain't good. Very insightful read! @IanDunt #Brexit https://t.co/noYwHf7avU",0
"#Brexit means... same old same old, austerity for longer.

A Brexit betrayal is coming äóñ but who will get the blame? https://t.co/ZDITfQ55zc",0
"An interesting read- will UK's impressive track record in scientific excellence hold after #brexit?äó_ https://t.co/UbCeegttcq",0
"Carpetright blames post Brexit fall in the pound for dismal FH results. Õæ_Õ‡åÕæ_Õ‡_#Carpetright#Retail #Brexit https://t.co/iyWOz8evO3 via @BBCNews",0
"#Brexit means... higher prices as inflation takes off

Inflation hits highest level in more than two years https://t.co/oJB1IYL3oD",0
"Tube was delayed 10 minutes. But the train was delayed 15, so I still made it. Got that going for me. I blame #Brexit",0
"Will UK loose sense of European-ness despite what they say? #Brexit #culture @euniclondon @Marie_Proffit https://t.co/peoXepN4Ni",0
"My favourite yogurt Skyr has been discontinued by @sainsburys . Is this #Brexit or am I getting paranoid.",0
"#EU Wants #Brexit Talks 'As Quickly As Possible'.
Lets trigger article 50 ASAP and get this show on the road.

https://t.co/5R88FcjQvU",1
"UK households are top spenders in Europe easing Brexit woes but savings low - PwC. Õæ_Õ‡åÕæ_Õ‡_#UKeconomy #Brexit  https://t.co/Z9CcE0rj0S",0
"#Brexit will fail - the sooner MPs halt it the less the damage -
https://t.co/jkKHvAyee7",0
"U.K. Inflation Accelerates to Highest in More Than Two Years
https://t.co/eqUJUMxn25
via @jillianfward
#brexitäó_ https://t.co/iapkSXtB5j",0
"Even before #Brexit, London lost its leadership in one key market: #derivatives trading https://t.co/2LpjyStQZt via @business",0
"Definitely nothing to do with #Brexit. Must be Remainers talking up inflation. Next we'll be talking up job losses.äó_ https://t.co/xfLpVWtIqE",1
"@MarkJSmithonMSN @PJDunleavy @JohnRentoul @ProfTimBale So as I believe #Brexit is not a mistake, I have a duty to fight for it? Thanks.",1
"A #Brexit betrayal is coming äóñ but who will get the blame? Via  @chakrabortty @guardian: https://t.co/ooNK3sEqrj",0
"Any1 watching SKY, they R trying to panic U becos want to REMAIN. Get kickbacks from EU! PANICKING U. Do not believe!. @borisjohnson #Brexit",0
"Hammond calls for 'soft #Brexit' taking 4 years - warns against 'serious side effects' if no interim deal @Telegraph https://t.co/fHsd8blWqj",0
"Inflation highest in two years. Nothing to do with #brexit. Shut up you #remoaners",1
"""Holidays, equal pay #Brexit threatens these rights. We are fighting to keep them @IWGB_CLB @MoyerLee @Nicolas_Colin https://t.co/SMG38v7h51",0
"every time #Brexit suffers a setback, the Œ£ goes up. Only way to stop UK impoverishment, stay in EU https://t.co/xmP4BR97QU",0
"#Brexit, #technology #automation &amp; #ageingpopulation bringing huge changes so #taxes and #benefits need overhaul
https://t.co/yvjnHiLMGX",0
"Even before #Brexit, London lost its leadership in one key market: #derivatives trading https://t.co/Av5JDhus31 via @business",0
"'Take back control' Of what? Our infrastructure, for example? Fat chance. #Brexit #BrokenBritain https://t.co/PXxfnkfTWD",0
"#Brexit impact on energy&gt;danger it will create more confusion for investors on top of existing policy incoherence @PRCA_UK @LinstockOnline",0
"Regulators in #France announce measures designed to woo British businesses looking for European base after #Brexit https://t.co/f2QcZxMoHp",0
"#UK naive to expect easy ride in #Brexit #trade talks, says Lords report.

https://t.co/2q85uXwolO

Sad state of affairs. #economy #EU",0
"Time to move on from Remoaning and rifts: weäó»re all Eurosceptics now says @AllisterHeath #brexit https://t.co/3cB09tTekL",1
"'What happens when 17 million people get the feeling theyäó»ve been cheated? ' asks @chakrabortty #Brexit  https://t.co/UC0pJciivy",0
"Cost of #Christmas rises with #Brexit expected to hit #inflation https://t.co/FQt6WiXiD8 #prices #pay #interestrates #growth",0
"Even before #Brexit, London lost its leadership in one key market: derivatives trading https://t.co/wysO71zWiGäó_ https://t.co/RjNUYc2Fuy",0
"I work at HMRC and am making changes documents to make #Brexit payers pay for the cost of leaving the EU @hrtbps https://t.co/UMlu2k4pj7",0
"""The business as usual"" approach taken by #Firms following #Brexit, has helped to boost #UK growth this year Õæ_Õ__
https://t.co/hPPi0V7g9I",1
"Cost of #Christmas rises with #Brexit expected to hit #inflation... Guess I better get shopping before it goes up https://t.co/dB5gw4WXeD",0
"äóìWhat happens when 17 million people get the feeling theyäó»ve been cheated?äóù

A #Brexit betrayal is coming:

https://t.co/dFMq9t7INn",0
"Thousands of people doing good things in a #Brexit #Trump world #adoption https://t.co/9SmvJlU26V",0
"A #Brexit betrayal is coming äóñ but who will get the blame?
https://t.co/bQhOxRDcaA",0
"Things I blame on #JeremyCorbyn :
#Brexit
#DonaldTrump 
#southernstrike 
#HoneyG
#XFactor2016",0
"If #brexit voters ignoring official forecasts was uneducated what is #MP's ignoring Carney's #automation forecasts?
https://t.co/s1HpDaCQze",0
"At @UKLabour business #Brexit breakfast @Keir_Starmer describes the risk of hard Brexit by accident or design",0
"My favourite cafí© near work no longer serves ciabatta. If this is in any way #Brexit-related, I want a second referendum. #EndOfCivilisation",0
"Wheels start coming off as reality sets in #brexit https://t.co/jBGSjkpuXE",0
"Only #England and #Wales voted for #Brexit, so THEY should leave #UK (&amp; #EU), and #Scotland and #NIreland stay in https://t.co/NHjxnnLGIx",0
"A #Brexit betrayal is coming äóñ but who will get the blame? | Aditya Chakrabortty https://t.co/bI82TDSWPo",0
"what they are saying, ever-so politely, is that the UK gov is utterly clueless, has no plan, and is leading the couäó_ https://t.co/sCAfMiNgFB",0
"Need for transition now accepted. Next up - what about regs agreed after we leave the EU when still in transition #brexit",1
"UK naive to expect easy ride in #Brexit trade talks, says Lords report https://t.co/4wRNRnW5jK",0
"London loses top derivatives centre status to New York #brexit #london #newyork #derivatives https://t.co/2fPGtAdUWZ",0
"Rise up Albion and shake off these Brexit fools and scoundrels. #Brexit #Remain #48andbeyond https://t.co/Yr4jAOTi0r",0
"No trains @greateranglia Cambs/Lon for 2,5h hs + @SouthernRailUK = #brexit alone can't make it better...",0
"@Essexdb You may think you ""won"" the #EURef but if #Brexit is implemented the country loses big time. @EggySoldier @proremain @ProEuropa_GB",0
"and how glorious it will be. Õæ_ÕŸó #stopbrexit . #brexit has already been revealed as basically impossible. just a mattäó_ https://t.co/F1OKo9eaZN",0
"Stop saying 'since #brexit' or 'despite Brexit the economy is doing ok', @bbcfivelive äóñ we HAVE NOT LEFT THE EU!",0
"Labor must fight battle of our times over hard #Brexit - Keir Starmer https://t.co/MQET8uXgS4",0
"@Essexdb Same meaningless twaddle as ""#Brexit means #Brexit"". Yours is an undefined position. @EggySoldier @proremain @ProEuropa_GB",1
"""A devastating loss in competitiveness"" under almost any form of #Brexit - as warned by @TheIFS and @CEP_LSE https://t.co/Nyrbx2wQdz",0
"#Brexit wins again. https://t.co/DYcdLgSIqt",1
"UK naive to expect easy ride in Brexit trade talks, says Lords report | #projectremain #brexit #eu #politics #soft https://t.co/qKbkGaBymF",0
"How many jobs lost, lives wrecked for no benefit? #brexit https://t.co/ZmsH7CFG4L",0
"Devastating proof #Brexit will leave Britain with worse deal which is subject to WTO or EU rules #TakingBackControl  https://t.co/0lW6QJsOSP",0
"Spainäó»s financial watchdog eyes wooing London business to Madrid https://t.co/cHVGNYzlAh via @FT. #brexit #fintech #banking",0
"Hammond's really not into this #Brexit malarkey innit 

https://t.co/dOCnzPUvsu",0
"@hunterswogg This is how I felt after #Brexit. I started laughing at everyone who voted #Remain",1
"@LawlessPirate This is just the establishment panicking. They said people who voted #Brexit regretted it. It's all bollocks.",1
"Time to start planning for the #EU's collapse... https://t.co/0G3w128CGu #brexit",0
"@FoxNews @MortimersHole @KatrinaPierson Familiar to those who voted for #Brexit in the UK. Some people respect democracy only if they win",0
".@EHRC calls UK's politicians on #Brexit rhetoric: racist, antiSemitic, homophobic attacks = äóìstains on our societyäóù https://t.co/360kzNlP0T",0
"Big cheese in the wine business says #Brexit will make wine more expensive. NOOO: https://t.co/kEPr6qZesR https://t.co/oVoLmWo8NP",0
"An interim deal on #Brexit?
A free pass for #ExPats?
Sounds like our EU partners aren't too keen.
Apparently, for täó_ https://t.co/jVpOrWCGTg",0
"It's clear to see that, #2016  #trump #brexit and all this other madness has completely changed the world #Tuesday https://t.co/vwcIif5upx",0
"@cliffglaurious @SteveLawrence_ @lambandflag99 In a worst case, the EU/UK could have a severe downturn due to #brexit &amp; Trump protectionism",0
"Hard #Brexit can be transitional &amp; in fact likely should be. Not enough time to agree FTA by Mar '19 needs WTO Artäó_ https://t.co/JiYzBXOHpC",0
"#Brexit Fool me once, shame on you:Fool me twice...
Defy the lie
#Remain &amp; https://t.co/JpRMFcmgap",0
"That's nice there are folks already seeing the benefits: Sky will cost Rupert Murdoch $2.5bn less after #Brexit vote https://t.co/fNdaDUGj0I",0
"And here goes your daily shot of #brexit delusion. As if the UK chose. 

Brexit - get ready for a longer process - https://t.co/XnKO4vMs8b",0
"Why does @BBCNews feel need to report in detail negative views on #Brexit of every minor #EU politician we've never heard of? #irrelevant",1
"#Brexit ~#BoycottVirgin~ #Virgin's #RichardBranson funding #Remain #ProjectFear #EU subverting of #democracy Leaveäó_ https://t.co/ulbnPzIuXb",0
"with eufunded #newsnight #victorialive #bbcnews #bbcdp supporting non British before British #brexit https://t.co/98VK28umzY",1
"As if #Brexit wasn't enough,now someone photoshops Trump's face on @Queen_UK &amp; it's terrifying https://t.co/AIYhX1dW7s  #OGTrumpQueen",0
"@T180985 @guardian You can be as disingenuous as you want, but #Farage delivered #Brexit",1
"Hard #border, hard #Brexit. Who voted for this? Preserving the special Anglo-Irish relationship https://t.co/TLnDVhlrqH via @FT",0
"#Brexit ~""#Leave campaign had no clear argument on #SingleMarket"" Pro-#EU #OpenBritain #Remain leader proved a liar! https://t.co/D4aeQdt3Nw",1
"#Brexit ~#NickClegg on #Article50+#SingleMarket access~ Andrew Neil destroys #Clegg: ""You're anti-#democracy"" #Leave https://t.co/lmbKSqbJMC",1
"@Brexit ""Brexit means #brexit"" @business https://t.co/hLc1F7dv3b",1
"This feels like the longest-ever drawn-out explanation of how the shit will hit the fan 6 months after the vote happened. #brexit #skypapers",0
"#UK Chancellor urges #Brexit interim deal https://t.co/Ewj1loeHsP ~ ""Brexit means Brexit""",1
".@TheSun = Lies in the service of tax avoiding super rich owner @rupertmurdoch. Also carried #Brexit lies saving hiäó_ https://t.co/HLOZFKZBeJ",0
"https://t.co/gA6CUfXBUz Constitutional crisis brought on by #brexit | Letters | Politics | The Guardian",0
"They would have their time better spent railing at their beloved EU &amp; Merkel / Tusk who rebuffed #TheresaMay not U.äó_ https://t.co/GIImSJJgjy",1
"@spayrechaynge Pretty Simple - I was supporting @jeremycorbyn  in principle 100%. Then #Brexit happened. Unforgivable. @CloughOlive",0
"I was surprised to hear, months later, that he was for Remain. Assumed he was #Brexit https://t.co/7GwW8LAkJV",1
"Why the world is no longer listening to reason https://t.co/jtxcx7wdN0 #Trump #Brexit https://t.co/9T013g4i3w",0
"So that's even longer than two years for #Brexit to hog the headlines and let govt bury even more bad news. @SkyNews @steveb4u",0
".@LBC Educated or Uneducated  I wonder if they know that after #Brexit there will be no one here to wipe bottoms  in care homes",0
"#BBCNews manage to link Swedish NAZI's to #BRExit and Trump in one story.",0
"@jeremycorbyn stood his ground with #Trident on principle. Not so with #Brexit he's prepared to side with #UKIP &amp; sacrifice all our futures",0
"@V_of_Europe @theresa_may hurry up our #brexit, we don't want to be part of this madness.",0
"@umfundi The only GE choice is Lab or Tories. The problem for my mate is her delivering weak #brexit. Leave voters will be divided &amp; weak",1
"""EU citizenship deal for British nationals has 'no chance', say experts."" The stormy road to #Brexit https://t.co/kYHroPSwZV",0
"@ian_fraser @financialeyes @realmediagb I am so worried about bankers. Hope they drown in the mess. #brexit",0
"I want a hard #brexit!!!! Fuck all that faffing about",1
"More tolerant, yet more divided? UK-US parallels in the wake of #Brexit and #Trump https://t.co/M19fdYeEjt via @LSEpoliticsblog",0
"#nobargainingchips https://t.co/pcnM5JRPId I am tired of #Brexit uncertainty nonsense. Guarantee EU nationals to remain in Britain already.",0
"#Brexit makes all of us poorer exc leading anti-EU propagandist Rupert Murdoch. funny that. https://t.co/AnPVh0C00I",0
"The cost of #brexit, without the benefits https://t.co/wr65165aH9",0
"New shop : ' Bigots R Us ' Everything is cheaper if you express bigoted views and have a plastic fiver. #brexit",0
"If you're wondering whether #Brexit is the only UK political failure at the moment... https://t.co/VP7QLo3mFX",0
"@gobshi @BrexitNoww @jchr5667 Never trust #Conservatives Under #Article50 only have to say we're going to #Leave Trade negs optional #Brexit",0
"@Essexdb Simpleton #Brexit will not achieve what you want. Inward migration will continue. @EggySoldier @proremain @ProEuropa_GB",0
"Next 6m in UK politics interesting
-#Article50 end March will crystallise Gov view of #Brexit, lots won't like
-#EU27 response will be tough",0
"It is difficult to call this anything else than the conscious destruction of a world-class university system.#Brexit https://t.co/hNab4C0YDc",0
"He votes for #BRexit then leaves. #Traitor https://t.co/mFKTmJ7AII",0
"Oh @Azure is bumping prices up by 22%, thanks #brexit",0
"#Brexit means.. free movement for elites (bankers, wealthy etc) but not poor Brits: ""[won't impede] flow of highly-äó_ https://t.co/eN8Z0mxJta",0
"#Brexit means... less money for our #NHS, and anything else. https://t.co/mbijT1KNQg",0
"#Brexit means... paying more for mobile roaming. https://t.co/MWx6dpYL7T",0
"Hammond admits UK must have transitional deal with EU after #Brexit. Brexit fanatics will scream blue murder https://t.co/Lg9djBo4uH",0
"Maybe #Brexit voters should just apologise for being stupid and we forget it happened?",0
"@Number10gov After the #Brexit fiasco  at least the Knowledge economy was proected so #Innovation was secure.  Hey-äó_ https://t.co/QRatpmLzP2",1
"Looks like it's bad news about Brits being offered ""associate EU citizenship"". #Brexit #FML https://t.co/0ho9DBp4mg",0
"Current stone trading/cutting centres on #BE #IL #IN #AE with #DeBeers in #London. #Brexit an unwitting boon to #SG, again",0
"@Essexdb The migration of peoples has been a fact of history since the dawn of time. #Brexit will not stop it. @proremain @ProEuropa_GB",0
"1 week &amp; a day on from the #italyreferendum &amp; by most #brexit and #antieu propoganda the #EU &amp; the #Euro should have collapsed by now, well?",1
"Is it just me or is the government pushing as much controversial laws as possible, aware there isn't much time before #Brexit collapses?",0
"Worth repeating, once more ... #Brexit https://t.co/BJExMWPmoY",1
"@paulnuttallukip No it isn't. 52% of UK people did NOT vote to leave EU and  #Brexit campaigners kept saying leaving EU did not = leaving SM",0
"#Brexit government intent on trashing economy and UK 'a international standing https://t.co/q7k9TgUDYk",0
"Friends, do not get angry at the Remoaning minority and their increasingly desperate methods to block #Brexit. Theyäó_ https://t.co/rzrj7e0k3b",1
"Virtually the entire thread after this post is why people thing #brexit voters are all thick as shit racist twatsäó_ https://t.co/gEmHFmvCAg",0
"@RichardWellings @BBCNews yes mate and bankrupt Uk farmers ? #brexit but that's what the farmers voted right ? Global lows in salaries.",0
"@Jason_Brown_  Remain use racist argument to push free movement, which wud B too unfair on the poorest in society. Europe suffering. #Brexit",1
"@Jason_Brown_  There are no racists. Leave supports immigration, sees its value.but  controlled. or too hard on pooorest. #Brexit #Voteleave",1
"I hate everything about #Brexit. It's inherently evil especially with the threatened deportation of people who live here #c4news",0
"@MickyGambino @realDonaldTrump  #BritishPublic were tricked to join EU! Lied to for 30 years by politicians. Shamefäó_ https://t.co/sOxfYON7vp",1
"#brexit  can't wait until we enter global trade cheap Chinese goods hormone pumped meat and global salary lows.  Hello UK global slaves.",0
"@BarneyFranken And because Obama directly tried to influence #brexit but it backfired and he won us #brexit votes by sticking his nose in.",1
"#Brexit will undermine #London's legal standing, barristers warn https://t.co/la2oDdLmfQ",0
"Right wing press hit a new low, if that was at all possible. @MetroUK #brexit https://t.co/FGuhnz49Be",0
"EU wants control of YOUR pension: Brussels' secret plan REVEALED https://t.co/m8XC9rgRsi #EU #brexit #referendum #voteleave",1
"A study last week found that four out of five scale-up leaders expect their growth to continue despite #brexit: https://t.co/8stNM8KSrC",1
"If UK education rejects international students and post grads/postdoc researchers we become poor quality isolated unattractive broke #Brexit",0
"""Putin hackers caused #BRExit. We need to get MI6 to do a report so we can get our friends in the courts to invalidate the referendum""",0
"Remain doesn't even win the  economic argument. https://t.co/zBeH9mlT2päó_  @BorisJohnson #borisjohnson #boris johnsoäó_ https://t.co/8o42iGu8Ro",1
"#DailyMail concerned #Brexit may damage business via print sourcing or more likely they'll need a new target to lieäó_ https://t.co/1gPDy4t4AP",1
