"REVIEW" "Observed_Label"
"124" "after nearly a decade of using okamoto crown condoms exclusively my husband and i are sad to say that we re going to have to find another brand ordinarily and regardless of whether or not they were manufactured in thailand these condoms had almost no discernible odor and didn t cause any irritation for either one of us the condoms in the last pack we purchased smelled like a pile of burning tires not only that but they also caused quite a bit of swelling and irritation the lot number and expiration date were e tz and respectively the only reason i m divulging this particular information is because i d be very curious to know whether or not others have noticed this change or we simply got a bad batch either way we have to begin the search for a new brand of condom preferably one that doesn t smell like burning rubber or cause the sort of irritation these now cause" "negative"
"125" "this gets star because it s not thecrown condoms you would expect these are not the same crown condoms that are made in japan these ones are made in thailand what s the difference these thailand manufactured condoms smell strongly of rubber and have very little lube i m just warning any of you who have read great reviews on these because the ones made in japan are actually really great these thailand condoms are cheap and stinky to be fair the fit seems to be roughly the same feels a bit tighter and my girlfriend and i used one when we ran out of good condoms durex super thin extra sensitive condoms and it wasn t awful minus the really disgusting smell major turn off the point is you don t want a condom that smells so bad that it makes you wish you had something else or none at all definitely go with the durex extra sensitive on this one they are a bit wider they are just as thin as the crown skinless skin they have no smell or taste are lubed generously and i ve used hundreds of them with no breaks" "negative"
"126" "i was expecting a sealed box instead i got a bag with ct just as described the seller should say they come in a ziploc type bag other than that they fit snug alright" "negative"
"127" "when they say snug they should say hulk hogan death grip i was hoping for something slightly more snug but these actually hurt if left on too long feels super tight for the price its worth trying them for yourself don t read reviews for condoms and hope to find your answer here trial and error is your best bet" "negative"
"128" "the product we received was significantly past the sell by date and likely over the shelf life as such these condoms are little more than a novelty and offer no protection terrible purchase" "negative"
"129" "this would be a really great deal if they weren t years out of date i recieved this packageon tuesday october and they had an expiration date of september of" "negative"
"130" "just received that pack and it s just a bunch of loose condoms in a bubble envelope it s sketchy and i m not even sure i d trust using them it says nowhere in the description that it won t come in factory sealed boxes so i ll probably end up throwing them in the garbage not worth risking an std or pregnancy over" "negative"
"131" "seller just put items into a bubble envelope i do not feel good because that looks low end and unsafe" "negative"
"132" "smelled horrible and slip off if not careful i wouldn t recommend and i don t think they feel much better than thin condoms i would look into something less expensive unless you have an allergy" "negative"
"133" "i was really excited to try these with my husband but i was disappointed yes the condoms work but they don t feel any different ecstasy didn t feel any different and neither did warming my husband didn t notice anything different either thin does feel a little thinner than normal though i wouldn t recommend getting this pack" "negative"
"134" "the condom was well fitting and very easy to put on even though i did like the sensation while using these i hated the smell i won t be buying these again because i felt the smell was overwhelming maybe i m just whiny" "negative"
"135" "the items in the box are not what is pictured emailed the company and they said they have no control over what is in the package uh then you don t need to be selling them glad i didn t end up with a box of rocks then" "negative"
"136" "would be nice if you got what you ordered they sent the regular size need large wish i could read japanese or i wouldve know they were too small and would have avoided a very awkward sexual encounter and subsequent blue balls my friend pointed out that even though it says pc large on the front the box actually says pc regular and a mm width confirms that sigh punching the clown tonight i guess" "negative"
"137" "wow umm when they say this is a snug fit they mean snug fit i never considered myself to be big always thought i was on the smaller side but these were too snug for me putting them on turned out to be a hassle and felt uncomfortable the part that i felt was odd about these were that despite the snugness the sleeves were a lot longer than i had expected i m glad that i bought a small pack to try before jumping into this one and would recommend this to anyone that is considering buying it try it out first before buying that count box" "negative"
"138" "i m giving it star because i m not sure what i received this time and i need answers i previously ordered skyn large condoms in may and i fell in love with them i bought another pack this time from a different seller the first time they arrived in the mail they arrived in regular condom boxes of this second time they arrived loosely without boxes in one of those bubble lined envelope things i thought it odd but then thought because i ordered from a different seller any who i picked them up today used one and noticed i had unusual leftover space i did my thing finished and when i pulled out i definitely knew these weren t the same ones i received the first time the first batch i received fit like a glove these fit like a loose sock luckily i had one left over from the first batch and compared wrappings definitely not the same ones i want to know if i received counterfeit ones or if this is what they look and fit like now in the pictures the left condom is the one i received the first time which i loved the right condom is the new batch i received obvious packaging differences in the front image you can see the s emblem is bigger on the left one than the right one one also says tm and the other r on the back image the writing on the left looks neat and legible on the right it looks a mess left was manufactured in thailand the right in india can i get answers as to whether they are counterfeit or real thanks" "negative"
"139" "i was so excited about these i bought several packs my junk is like get that thing away from me at the site of a condom excitement turns to oh god so i bought these thinking thinnest condoms in the world great i went to put it on wow non latex condoms sure are hard to unroll meanwhile i m totally losing my erection this is ridiculous i thought to myself i also remembered reading reviews that stated the same thing but you know how some reviewers are once i got this thing unrolled lmao listen i m not even going to sit here and act like i got some super sized i consider myself average size but these things were so tight i don t even think i could get fully erect as i felt like my frickin circulation was being cut off down there in fact it was so tight and uncomfortable i looked down only to see more poor being strangled by this condom not trying to be funny if you have a small erect penis you re in luck these will likely work for you if you re average or above average fageddaboutit i couldn t do it i could no longer stay up with this thing on so i tossed it and reverted to the tried and true trojan bareskin only because i had a few lying around i m going back to the best condoms ever crown those are the closest thing to nothing latex condoms that actually you re going to get and trust me i ve been researching this for years i was extremely disappointed to spend as much as i did on these condoms and not get to experience what the thinnest condom in the world felt like clearly the filling of my penis being strangled and having it s circulation cut off was a stronger feeling than the thinness of this condom" "negative"
"140" "i was so excited about these i bought several packs my junk is like get that thing away from me at the site of a condom excitement turns to oh god so i bought these thinking thinnest condoms in the world great i went to put it on wow non latex condoms sure are hard to unroll meanwhile i m totally losing my erection this is ridiculous i thought to myself i also remembered reading reviews that stated the same thing but you know how some reviewers are once i got this thing unrolled lmao listen i m not even going to sit here and act like i got some super sized i consider myself average size but these things were so tight i don t even think i could get fully erect as i felt like my frickin circulation was being cut off down there in fact it was so tight and uncomfortable i looked down only to see more poor being strangled by this condom not trying to be funny if you have a small erect penis you re in luck these will likely work for you if you re average or above average fageddaboutit i couldn t do it i could no longer stay up with this thing on so i tossed it and reverted to the tried and true trojan bareskin only because i had a few lying around i m going back to the best condoms ever crown those are the closest thing to nothing latex condoms that actually you re going to get and trust me i ve been researching this for years i was extremely disappointed to spend as much as i did on these condoms and not get to experience what the thinnest condom in the world felt like clearly the filling of my penis being strangled and having it s circulation cut off was a stronger feeling than the thinness of this condom" "negative"
"141" "i ll admit i m not as well endowed as some guys and i figured since that is the case i d try these out well i don t know who i m going to give these too but they are way too tight for me something i thoughti d never say but i can t use them as once i finally got one on i felt like i was in a vice just going to say if you are on the average side of average you know what i mean you may want toget a small pack and try them first before buying more" "negative"
"142" "i do not like these at all the first condoms i have used thin ones by trojan have been my favorite so far these are too thick for me and they don t stay on as well either i m not a fan not worth the price for me" "negative"
"143" "although technically thinner than the sagami original i find the aoni to be inferior in terms of sensation the sagami felt a lot better for me additionally i find the sagami to be of better production quality in several ways the aoni s lubricant isn t very evenly applied the head portion is too wet while the base portion is often entirely dry the sagami has very even application of lube the thickness of the aoni seems to be uneven the head is probably thin enough to be is it technically but the material seems to increase in thickness toward the base or so it feels the sagami on the other hand is very uniform in thickness and provides very good sensitivity over the entire length" "negative"
"144" "i m surprised no one has mentioned the smell of these things what a total mood killer i asked my wife to describe the smell for this review and cheap floral perfume pretty much sums it up they smell like a discount store air freshener to me i guarantee the moment you pop one of these open the discussion is going to be what is that smell and then it gets on your hands and from there everywhere else don t use these with an unfamiliar partner or you run a serious risk of them forever associating you with this horrible smell" "negative"
"145" "my husband complains that these are really hard to get on and has had to throw some away because they are too tight and get messed up while putting them on he is normal sized so shouldn t be an issue but they are really tight wouldn t buy again just because we feel we wasted so many in the process" "negative"
"146" "the lubricant on these is gross and thick it creates a weird dry ish sensation that instantly kills my mood it s kinda like covering your junk in honey and letting it dry out and get thick don t ask the size is a little small too so beware you mandingos" "negative"
"147" "was so happy to get these in the mail proschemical free for donationconssmell strongly of latex i could smell latex in the air after a few broke in use" "negative"
