StoreId,Name,PhoneNumber,Longitude,Latitude,Address,Amenities,AmenitiesCarto,StoreNameUrl,Url,CL,WA,WF,CD,DR,LB,GO,FZ,XO,LU,RW,PS,CS,MX,VS,NB,SQ,EM,BA,WT,hrs24,DT,AmeOther
16452,48th &amp; Lex,212 4861964,-73.973223,40.755021,"""511 Lexington Avenue"",""New York, NY 10017""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/16452/48-th-lex-511-lexington-avenue-new-york-ny-100172017-us"">48th &amp; Lex</a>",https://www.starbucks.com/store-locator/store/16452/48-th-lex-511-lexington-avenue-new-york-ny-100172017-us,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
116566,63rd &amp; Lexington,212-572-0984,-73.966362,40.764705,"""822 Lexington Ave"",""New York, NY 10065""","{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/116566/63-rd-lexington-822-lexington-ave-new-york-ny-10065-us"">63rd &amp; Lexington</a>",https://www.starbucks.com/store-locator/store/116566/63-rd-lexington-822-lexington-ave-new-york-ny-10065-us,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,
90579,58th Btwn Madison &amp; Fifth,212 7591569,-73.972348,40.763077,"""600 Madison Avenue"",""New York, NY 10022""","{u'WF': u'Wireless Hotspot', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'PS': u'Playbook Store System', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Playbook Store System<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/90579/58-th-btwn-madison-fifth-600-madison-avenue-new-york-ny-10022-us"">58th Btwn Madison &amp; Fifth</a>",https://www.starbucks.com/store-locator/store/90579/58-th-btwn-madison-fifth-600-madison-avenue-new-york-ny-10022-us,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,
1007200,49th &amp; Park,212 682-2586,-73.974932,40.756572,"""280 Park Avenue"",""New York, NY 10017""","{u'WF': u'Wireless Hotspot', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Nitro Cold Brew<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1007200/49-th-park-280-park-avenue-new-york-ny-10017-us"">49th &amp; Park</a>",https://www.starbucks.com/store-locator/store/1007200/49-th-park-280-park-avenue-new-york-ny-10017-us,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,
11467,Trump Tower @ 57th &amp; Fifth,212-421-7154,-73.974057,40.762401,"""725 5th Avenue"",""New York, NY 10022""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards</ul>,"<a href=""https://www.starbucks.com/store-locator/store/11467/trump-tower-57-th-fifth-725-5-th-avenue-new-york-ny-100222519-us"">Trump Tower @ 57th &amp; Fifth</a>",https://www.starbucks.com/store-locator/store/11467/trump-tower-57-th-fifth-725-5-th-avenue-new-york-ny-100222519-us,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
17016,49th &amp; Madison,212/644/9462,-73.975901,40.756963,"""425 Madison Avenue"",""New York, NY 10017""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/17016/49-th-madison-425-madison-avenue-new-york-ny-100171110-us"">49th &amp; Madison</a>",https://www.starbucks.com/store-locator/store/17016/49-th-madison-425-madison-avenue-new-york-ny-100171110-us,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,
11721,66th &amp; Third,212-472-6535,-73.963591,40.765935,"""1128 Third Avenue"",""New York, NY 10065""","{u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'NB': u'Nitro Cold Brew', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Nitro Cold Brew<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/11721/66-th-third-1128-third-avenue-new-york-ny-100656606-us"">66th &amp; Third</a>",https://www.starbucks.com/store-locator/store/11721/66-th-third-1128-third-avenue-new-york-ny-100656606-us,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,
1006912,UNIQLO @ 53rd &amp; Fifth,212-956-2795,-73.976072,40.760386,"""666 Fifth Avenue"",""2nd floor"",""New York, NY 10103""","{u'WF': u'Wireless Hotspot', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'PS': u'Playbook Store System', u'SQ': u'tbd', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Playbook Store System<li>tbd<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1006912/uniqlo-53-rd-fifth-666-fifth-avenue-new-york-ny-10103-us"">UNIQLO @ 53rd &amp; Fifth</a>",https://www.starbucks.com/store-locator/store/1006912/uniqlo-53-rd-fifth-666-fifth-avenue-new-york-ny-10103-us,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,
1011956,45th btwn Lex &amp; 3rd,6466781753,-73.97394,40.752853,"""2 Grand Central Tower"",""New York, NY 10017""","{u'PS': u'Playbook Store System', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'NB': u'Nitro Cold Brew', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Nitro Cold Brew<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1011956/45-th-btwn-lex-3-rd-2-grand-central-tower-new-york-ny-10017-us"">45th btwn Lex &amp; 3rd</a>",https://www.starbucks.com/store-locator/store/1011956/45-th-btwn-lex-3-rd-2-grand-central-tower-new-york-ny-10017-us,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,
8976,44th &amp; Lex,2126825139,-73.974975,40.753176,"""450 Lexington Avenue"",""New York, NY 10017""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/8976/44-th-lex-450-lexington-avenue-new-york-ny-100173904-us"">44th &amp; Lex</a>",https://www.starbucks.com/store-locator/store/8976/44-th-lex-450-lexington-avenue-new-york-ny-100173904-us,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
12402,43rd &amp; 3rd,646 865 1250,-73.97359,40.751585,"""685 Third Avenue"",""New York, NY 10017""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/12402/43-rd-3-rd-685-third-avenue-new-york-ny-100174024-us"">43rd &amp; 3rd</a>",https://www.starbucks.com/store-locator/store/12402/43-rd-3-rd-685-third-avenue-new-york-ny-100174024-us,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,
13539,45th &amp; Park,212-681-9407,-73.97646,40.75403,"""230 Park Avenue"",""New York, NY 10169""","{u'WT': u'tbd - Walk-T', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>tbd - Walk-T<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/13539/45-th-park-230-park-avenue-new-york-ny-101690005-us"">45th &amp; Park</a>",https://www.starbucks.com/store-locator/store/13539/45-th-park-230-park-avenue-new-york-ny-101690005-us,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,
1007742,43rd &amp; Lex,212 922-3589,-73.975228,40.7523,"""425 Lexington"",""New York, NY 10166""","{u'WF': u'Wireless Hotspot', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'NB': u'Nitro Cold Brew', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Nitro Cold Brew<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/1007742/43-rd-lex-425-lexington-new-york-ny-10166-us"">43rd &amp; Lex</a>",https://www.starbucks.com/store-locator/store/1007742/43-rd-lex-425-lexington-new-york-ny-10166-us,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,
15298,Grand Central,212-370-4161,-73.976791,40.753668,"""7800 Grand Central Station"",""Track 35"",""New York, NY 10017""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/15298/grand-central-7800-grand-central-station-grand-central-station-n"">Grand Central</a>",https://www.starbucks.com/store-locator/store/15298/grand-central-7800-grand-central-station-grand-central-station-n,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
18588,47th &amp; 5th,212-490-3189,-73.978168,40.756301,"""575 Fifth Avenue"",""New York, NY 10017""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/18588/47-th-5-th-575-fifth-avenue-new-york-ny-100172422-us"">47th &amp; 5th</a>",https://www.starbucks.com/store-locator/store/18588/47-th-5-th-575-fifth-avenue-new-york-ny-100172422-us,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
11153,Rockefeller Center Concourse,212-586-0914,-73.978658,40.758764,"""30 Rockefeller Plaza"",""Space A"",""New York, NY 10112""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'PS': u'Playbook Store System', u'NB': u'Nitro Cold Brew', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Playbook Store System<li>Nitro Cold Brew<li>Lunch<li>Mobile Payment<li>Verismo<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/11153/rockefeller-center-concourse-30-rockefeller-plaza-new-york-ny-101120015-us"">Rockefeller Center Concourse</a>",https://www.starbucks.com/store-locator/store/11153/rockefeller-center-concourse-30-rockefeller-plaza-new-york-ny-101120015-us,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,
6869,42nd &amp; 2nd,212-867-1264,-73.9728,40.749783,"""220 East 42nd St"",""New York, NY 10017""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/6869/42-nd-2-nd-220-east-42-nd-st-new-york-ny-100175806-us"">42nd &amp; 2nd</a>",https://www.starbucks.com/store-locator/store/6869/42-nd-2-nd-220-east-42-nd-st-new-york-ny-100175806-us,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
65754,69th &amp; First,212-472-1312,-73.957537,40.76608,"""1281 First Avenue"",""New York, NY 10021""","{u'WT': u'tbd - Walk-T', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>tbd - Walk-T<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/65754/69-th-first-1281-first-avenue-new-york-ny-100215583-us"">69th &amp; First</a>",https://www.starbucks.com/store-locator/store/65754/69-th-first-1281-first-avenue-new-york-ny-100215583-us,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,
14568,56th &amp; Sixth,212-977-1382,-73.977304,40.763708,"""1380 Sixth Avenue"",""New York, NY 10019""","{u'PS': u'Playbook Store System', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/14568/56-th-sixth-1380-sixth-avenue-new-york-ny-10019-us"">56th &amp; Sixth</a>",https://www.starbucks.com/store-locator/store/14568/56-th-sixth-1380-sixth-avenue-new-york-ny-10019-us,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,
11854,42nd btwn 3rd &amp; Lex,212-949-4122,-73.975279,40.750865,"""150 E. 42nd Street"",""New York, NY 10017""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/11854/42-nd-btwn-3-rd-lex-150-e-42-nd-street-new-york-ny-100175612-us"">42nd btwn 3rd &amp; Lex</a>",https://www.starbucks.com/store-locator/store/11854/42-nd-btwn-3-rd-lex-150-e-42-nd-street-new-york-ny-100175612-us,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
14154,53rd &amp; Sixth (NE Corner),212-969-9066,-73.978702,40.761843,"""1330 6th Ave."",""New York, NY 10019""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CL': u'Starbucks Reserve-Clover Brewed', u'PS': u'Playbook Store System', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Starbucks Reserve-Clover Brewed<li>Playbook Store System<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/14154/53-rd-sixth-ne-corner-1330-6-th-ave-new-york-ny-10019-us"">53rd &amp; Sixth (NE Corner)</a>",https://www.starbucks.com/store-locator/store/14154/53-rd-sixth-ne-corner-1330-6-th-ave-new-york-ny-10019-us,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,
16079,41st &amp; 3rd,(212) 973-1376,-73.974565,40.750195,"""639 3rd Avenue"",""New York, NY 10017""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/16079/41-st-3-rd-639-3-rd-avenue-new-york-ny-100175605-us"">41st &amp; 3rd</a>",https://www.starbucks.com/store-locator/store/16079/41-st-3-rd-639-3-rd-avenue-new-york-ny-100175605-us,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
11140,43rd &amp; Madison,(212) 370-3510,-73.978251,40.753686,"""335 Madison Avenue"",""New York, NY 10017""","{u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/11140/43-rd-madison-335-madison-avenue-new-york-ny-100174611-us"">43rd &amp; Madison</a>",https://www.starbucks.com/store-locator/store/11140/43-rd-madison-335-madison-avenue-new-york-ny-100174611-us,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
88886,52nd Btwn Fifth &amp; Sixth,212-977-4861,-73.979359,40.760693,"""1290 Sixth Avenue"",""New York, NY 10019""","{u'WF': u'Wireless Hotspot', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'PS': u'Playbook Store System', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Wireless Hotspot<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Playbook Store System<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/88886/52-nd-btwn-fifth-sixth-1290-sixth-avenue-new-york-ny-10019-us"">52nd Btwn Fifth &amp; Sixth</a>",https://www.starbucks.com/store-locator/store/88886/52-nd-btwn-fifth-sixth-1290-sixth-avenue-new-york-ny-10019-us,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,
16970,44th &amp; Madison,212-867-0928,-73.978716,40.753877,"""340 Madison Avenue"",""New York, NY 10173""","{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/16970/44-th-madison-340-madison-avenue-new-york-ny-101730002-us"">44th &amp; Madison</a>",https://www.starbucks.com/store-locator/store/16970/44-th-madison-340-madison-avenue-new-york-ny-101730002-us,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,
18618,58th &amp; Sixth,212-664-1305,-73.97709,40.764767,"""1411 Sixth Avenue"",""New York, NY 10019""","{u'PS': u'Playbook Store System', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'LU': u'Lunch', u'CD': u'Mobile Payment', u'VS': u'Verismo', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Lunch<li>Mobile Payment<li>Verismo<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/18618/58-th-sixth-1411-sixth-avenue-new-york-ny-10019-us"">58th &amp; Sixth</a>",https://www.starbucks.com/store-locator/store/18618/58-th-sixth-1411-sixth-avenue-new-york-ny-10019-us,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,
15427,Secure Access: 55th &amp; Sixth,(212) 265-8610,-73.978809,40.762922,"""1345 6th Ave"",""New York, NY 10105""","{u'PS': u'Playbook Store System', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/15427/secure-access-55-th-sixth-1345-6-th-ave-new-york-ny-10105-us"">Secure Access: 55th &amp; Sixth</a>",https://www.starbucks.com/store-locator/store/15427/secure-access-55-th-sixth-1345-6-th-ave-new-york-ny-10105-us,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,
90480,53rd &amp; Sixth (SW Corner),212 9740902,-73.979542,40.761796,"""1301 Avenue of the Americas"",""New York, NY 10019""","{u'PS': u'Playbook Store System', u'RW': u'My Starbucks Rewards', u'LB': u'LaBoulange', u'XO': u'Mobile Order and Pay', u'WA': u'Oven-warmed Food', u'CD': u'Mobile Payment', u'LU': u'Lunch', u'GO': u'Google Wi-Fi', u'DR': u'Digital Rewards', u'MX': u'Music Experience'}",<ul>Playbook Store System<li>My Starbucks Rewards<li>LaBoulange<li>Mobile Order and Pay<li>Oven-warmed Food<li>Mobile Payment<li>Lunch<li>Google Wi-Fi<li>Digital Rewards<li>Music Experience</ul>,"<a href=""https://www.starbucks.com/store-locator/store/90480/53-rd-sixth-sw-corner-1301-avenue-of-the-americas-new-york-ny-10019-us"">53rd &amp; Sixth (SW Corner)</a>",https://www.starbucks.com/store-locator/store/90480/53-rd-sixth-sw-corner-1301-avenue-of-the-americas-new-york-ny-10019-us,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,
