Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],AVG.GDP.P.CAP
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kuwait,KWT,38042.35228,37153.70702,37290.29274,42626.4811,45680.77259,48123.01785,49015.89064,48901.53962,47026.20108,41029.97503,37725.14121,39062.99169,39454.13444,37974.02968,35771.11282,41658.50932
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kyrgyz Republic,KGZ,654.3123111,682.6241416,676.2696346,716.2642506,757.3744278,747.5656166,762.5201161,819.8062973,880.2788201,894.8179586,880.0377751,921.1770391,905.1656688,984.2390335,1003.510405,819.0642331
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lao PDR,LAO,675.5063376,703.5826794,734.7107011,768.5771454,805.9004914,850.2413047,908.6856139,961.1248162,1018.194407,1075.415945,1147.095387,1218.602661,1294.800643,1381.659411,1461.219233,1000.354452
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latvia,LVA,6918.203138,7460.663494,8084.634274,8850.855474,9694.370984,10848.41494,12251.47972,13582.19164,13231.88434,11521.91899,11319.517,12243.53796,12892.85032,13425.44864,13872.20991,11079.87872
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lebanon,LBN,6641.076998,6647.829544,6554.214234,6439.872758,6631.602101,6599.673447,6589.464801,7159.055599,7764.84738,8416.510106,8763.795964,8443.911709,8046.873697,7562.242036,7253.112952,7300.938889
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lesotho,LSO,793.8448075,820.6696365,818.9131008,851.3289249,864.7984046,881.8214857,912.9313671,948.6589155,994.6388657,1018.62815,1087.98277,1119.577042,1161.554059,1198.383766,1226.603842,980.0223425
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Liberia,LBR,391.4796562,388.5562407,393.7358975,270.3291068,272.1501091,279.0640957,291.2641641,306.5788302,315.0341874,318.8217787,326.6044381,342.8539936,360.4917926,382.4191289,376.0905995,334.3649346
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Libya,LBY,8998.307843,8691.426873,8467.63843,9414.829997,9672.687213,10637.52334,11126.48419,11615.70355,11720.58783,11467.55325,11933.77926,4509.255938,9228.535527,8000.022508,6086.819865,9438.07704
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,140101.9673,..,..,..,..,140101.9673
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lithuania,LTU,6935.837996,7449.494221,8017.237865,8934.418043,9627.136973,10541.3302,11504.26137,12932.45549,13409.53857,11550.56949,11988.75797,13003.86358,13684.95794,14314.18487,14875.61452,11251.31061
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Luxembourg,LUX,91826.36044,92693.18298,95048.38218,95212.73421,98009.6887,99626.0503,103060.4855,110001.0523,107141.2453,99520.21302,103267.2765,103588.5892,100273.8508,102241.9247,103923.8898,100362.3284
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Macao SAR, China",MAC,19887.02791,22640.22419,24327.71321,26766.5189,33348.96619,35300.15516,39034.6121,43469.54917,43682.06626,43059.65608,52604.32713,62593.54638,67012.43797,73168.00032,71307.07538,43880.12509
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Macedonia, FYR",MKD,3487.86083,3364.934999,3403.220305,3469.837196,3624.067751,3786.979035,3972.890251,4221.6267,4444.304961,4420.507882,4561.177546,4660.12016,4631.279696,4759.229161,4920.428599,4115.231005
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Madagascar,MDG,430.7098449,442.8211221,375.1399703,399.685336,408.4266319,414.9158311,423.3551341,437.1228927,455.222635,424.8220092,414.1427872,408.5501167,409.3103167,407.0567232,408.2569729,417.3025549
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malawi,MWI,390.965039,361.8615414,358.7445317,369.7490835,379.8281546,381.7750809,388.6059464,413.7329107,432.3281671,454.4622731,471.2077524,479.2520331,473.5599031,483.1168078,495.2042443,422.292898
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malaysia,MYS,6939.22574,6829.290853,7055.580193,7323.699103,7677.682972,7941.573297,8236.021512,8601.656259,8862.497592,8582.060391,9069.041757,9397.586819,9758.621216,10064.80712,10512.17967,8456.768299
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Maldives,MDV,..,4198.339384,4364.329757,4868.509722,5412.537596,4808.143685,5592.179891,5911.585305,6410.377422,6090.723817,6330.79498,6699.614567,6724.181571,6896.892186,7197.340449,5821.825024
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mali,MLI,403.7133056,449.5084881,470.797155,515.6827078,468.9798459,501.2708999,545.8384198,571.855209,605.9998739,655.4705699,704.0646209,735.7411682,794.2268849,825.3616567,863.9287826,607.4959725
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malta,MLT,18236.37429,17420.86732,17777.6416,17684.42409,17477.65177,18003.18755,18336.63262,19054.72842,19669.46512,18975.12471,19694.08316,19885.3671,19951.35605,20339.90807,..,18750.48656
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Marshall Islands,MHL,2677.70744,2820.079574,2895.126132,2902.609495,2903.285165,2984.049223,3040.16222,3150.372261,3085.808606,3007.162702,3124.343448,3122.385749,3202.819999,3270.193199,3231.573031,3027.845216
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mauritania,MRT,995.9992976,985.0958258,961.3370708,987.9790987,1014.016269,1073.716585,1241.798626,1243.598692,1225.270918,1182.249989,1207.827458,1233.117462,1272.163705,1316.31896,1338.188625,1151.911905
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mauritius,MUS,5654.328955,5754.206064,5835.159502,6004.929909,6310.262972,6350.882691,6570.875131,6926.309302,7281.644091,7483.761531,7772.100057,8061.50559,8298.198417,8543.991137,8837.611547,7045.717793
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mexico,MEX,8568.075342,8399.288219,8303.724757,8318.633544,8566.23175,8706.175363,9002.539631,9146.747106,9126.924423,8560.716392,8861.49372,9086.031941,9319.06437,9317.042319,9401.664595,8845.623565
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Micronesia, Fed. Sts.",FSM,2693.996942,2747.716246,2769.031442,2823.998368,2738.927188,2808.036442,2817.189507,2774.919158,2719.627048,2759.285034,2838.448547,2900.655908,2915.893324,2806.566531,2702.56739,2787.790605
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Moldova,MDA,967.95035,1029.294526,1112.152039,1188.897241,1280.159105,1379.358724,1449.570661,1497.509086,1616.863061,1521.939815,1631.535832,1737.192427,1725.258394,1887.883033,1979.708081,1467.018158
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,145221.1916,..,..,..,..,145221.1916
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mongolia,MNG,1600.478195,1632.556431,1693.189277,1793.048219,1961.657723,2079.111607,2228.743355,2424.647187,2603.40843,2531.958362,2650.346885,3056.315039,3372.627165,3698.552512,3920.672926,2483.154221
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Montenegro,MNE,4797.123442,4830.416873,4902.508478,5005.053459,5216.024139,5426.698105,5884.243589,6502.393782,6940.200216,6533.567355,6682.281158,6890.773339,6697.444578,6928.370218,7045.113809,6018.814169
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Morocco,MAR,1966.069199,2087.074011,2129.95168,2234.209983,2317.842326,2369.566662,2522.298365,2583.326235,2705.786367,2787.407168,2857.673414,2967.769924,3014.727033,3112.590131,3143.447579,2586.649338
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mozambique,MOZ,253.7744849,278.022565,293.7746698,303.7694063,318.0080915,335.8638947,358.5765946,374.4929349,389.1871582,402.4777233,417.5012315,434.7847997,453.1129144,472.0048265,493.1371552,371.89923
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Namibia,NAM,3749.287321,3728.52148,3853.694907,3970.875229,4408.635605,4465.996461,4719.281785,4960.890859,5014.050172,4943.249801,5143.130676,5292.747792,5435.714196,5608.602001,5823.993264,4741.24477
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nepal,NPL,459.1311539,473.179841,466.4828152,478.023902,493.8697097,504.8669118,516.0372935,528.1289185,554.8015182,574.117655,595.4275198,608.9295241,630.5895958,648.7358319,675.3979611,547.1813434
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Netherlands,NLD,46135.92307,46761.66073,46512.28627,46424.78877,47203.23496,48110.44977,49723.35516,51450.32271,52121.19562,49900.196,50341.25192,50940.58571,50215.95375,49820.09826,50143.08946,49053.62614
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,New Zealand,NZL,29603.41251,30440.63482,31374.48919,32187.63865,32920.79445,33658.20452,34223.30552,34876.95966,34129.42606,33608.25916,33692.1696,34336.31793,35083.10585,35364.33012,35939.45464,33429.23351
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nicaragua,NIC,1315.532127,1334.843735,1326.447764,1341.943767,1394.91112,1435.819447,1475.984804,1533.796845,1557.119633,1494.897535,1523.481469,1598.894094,1668.388846,1723.895069,1782.132365,1500.539241
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Niger,NER,325.8364742,336.4616568,334.10687,339.155617,327.2355901,329.5504684,335.9566513,333.835552,352.3222205,336.7077552,351.0062183,345.2497256,370.9480804,375.1111756,385.6969767,345.2787355
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Nigeria,NGA,1281.563194,1304.770574,1320.29576,1420.349494,1851.31532,1866.006793,1966.999719,2046.558375,2117.844197,2205.003775,2314.963537,2363.670958,2399.33481,2461.804209,2548.426588,1964.59382
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Norway,NOR,81732.45052,83015.67721,83756.29078,84032.39052,86844.55418,88519.04406,89912.08764,91593.63023,90806.79294,88213.88856,87646.2701,87354.8303,88584.82859,88394.23085,89338.74517,87316.38078
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Oman,OMN,18937.10169,19497.38008,18862.34923,17882.66426,17646.72276,17662.73187,18272.75621,18789.2898,19881.30943,20257.96067,19920.64957,18069.00507,17519.06597,16519.0876,15676.48923,18359.63756
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Pakistan,PAK,850.3063164,848.5561594,857.7670281,881.1371945,927.0732501,978.0532647,1017.455841,1044.973751,1041.058922,1048.525792,1043.300205,1049.59451,1063.60578,1086.773417,1114.575887,990.1838212
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Palau,PLW,9862.081893,10165.92166,10742.16047,9996.374184,10634.12085,10712.64091,10364.24964,10304.15745,9675.928512,8747.189399,8978.993649,9369.466509,9599.411166,9292.562572,9606.362334,9870.10808
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Panama,PAN,5293.445513,5223.579246,5241.788146,5363.689906,5664.387552,5964.37259,6359.390124,7205.85273,7691.549249,7681.175674,7987.060372,8781.082709,9433.286033,9894.506251,10325.636,7207.386806
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Papua New Guinea,PNG,1216.418097,1184.356893,1153.097787,1149.129663,1151.689194,1195.212057,1193.373856,1248.42965,1299.868193,1348.053959,1418.923591,1535.849489,1624.401205,1678.2305,1783.6921,1345.381749
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Paraguay,PRY,2692.503421,2618.724799,2569.689981,2633.236547,2694.058548,2707.975139,2796.031014,2906.435212,3049.866916,2890.338755,3225.591754,3320.801103,3235.752054,3640.562001,3761.949738,2982.901132
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Peru,PER,3330.451143,3306.81481,3442.577318,3541.190674,3671.057713,3854.135735,4093.95916,4388.870605,4731.737286,4722.11225,5056.295313,5312.679641,5554.356473,5801.281009,5861.413118,4444.595483
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Philippines,PHL,1608.425015,1620.205841,1644.37037,1691.206702,1769.825912,1821.120051,1884.840006,1978.549118,2030.32422,2023.503659,2145.240007,2189.339777,2298.791443,2421.773129,2529.657924,1977.144878
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Poland,POL,8594.983038,8700.978525,8830.666403,9151.436272,9627.053943,9972.91314,10597.21808,11366.56712,11810.5689,12113.46944,12597.45879,13221.29303,13427.80296,13605.83508,14062.97347,11178.74788
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Portugal,PRT,21514.74051,21778.7045,21826.27506,21541.35193,21879.20941,22006.10957,22307.6119,22818.68007,22831.20701,22130.16293,22539.99601,22160.79465,21354.5015,21229.35314,21537.46283,21963.74407
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Puerto Rico,PRI,24924.14659,27320.47009,27769.10731,28082.78681,28571.45437,28775.38779,28640.43723,27850.56374,27510.5109,27007.85691,26435.73308,26237.65513,25820.7971,25967.57325,..,27208.17716
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Qatar,QAT,60736.56776,61020.28996,63272.07184,62308.26056,67796.37638,63748.16704,68101.52635,67366.29435,67280.85376,65753.67218,70870.22658,74448.87212,73813.21064,74048.04964,74632.23856,67679.77851
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Romania,ROM,4900.538938,5247.290947,5621.290828,5974.765244,6511.165684,6824.82146,7418.416029,8045.575659,8872.77897,8314.736332,8297.483621,8426.474698,8518.322919,8851.96472,9148.100965,7398.248467
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Russian Federation,RUS,6491.007133,6850.523222,7208.577134,7769.677136,8360.819356,8927.9136,9687.50213,10532.33564,11089.93982,10219.5304,10674.9972,11121.52342,11493.41227,11615.70625,11490.8742,9568.955927
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Rwanda,RWA,333.1637627,348.6907142,386.0706606,385.0257549,405.1257366,424.5082938,452.5200751,474.1270471,512.4980609,529.7201532,553.5974576,582.2040149,618.0928807,631.8179682,660.3979535,486.5040356
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Samoa,WSM,2825.589264,3005.276487,3117.624168,3238.502136,3367.114919,3484.96541,3531.126435,3730.365492,3743.318046,3539.020545,3530.573994,3706.595396,3692.598685,3592.868487,3608.269343,3447.587254
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sao Tome and Principe,STP,858.0351578,867.451525,868.9410776,905.357398,918.8637048,962.1089924,1026.761508,1037.118831,1097.801735,1117.293974,1142.182311,1171.514722,1198.929693,1222.393924,1250.026105,1042.985377
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Saudi Arabia,SAU,14979.75149,14640.43934,14232.21641,14869.81535,15774.71743,16447.78677,16904.09001,17461.25133,18465.97057,18346.40417,18753.98123,20121.83734,20696.57673,20753.12324,21030.92247,17565.25893
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Senegal,SEN,877.9713596,894.8230072,877.1559651,910.8907447,938.5413759,964.7474401,962.0776273,982.5365673,991.0241378,986.6467252,998.1196955,985.2647047,997.1404463,999.8984186,1010.908355,958.516438
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Serbia,SRB,3405.779599,3581.974228,3840.397102,4018.506339,4392.277526,4649.576267,4896.824441,5206.253145,5509.058791,5358.843742,5411.877404,5531.218348,5501.696553,5670.71173,5593.061202,4837.870428
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Seychelles,SYC,9790.270772,9559.551957,9386.731161,8930.145396,8707.143361,9445.491596,10126.29048,11124.65711,10645.0867,10486.18989,10804.68447,11967.36235,12633.88833,13160.20774,13373.58878,10676.08601
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sierra Leone,SLE,341.4634413,305.0987565,367.6500989,382.6288895,388.5603976,389.3425509,397.3835589,417.6261302,429.7553717,439.7536763,453.0220407,470.58383,529.3614525,623.8061952,638.3151497,438.2901027
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Singapore,SGP,33390.05848,32191.94009,33242.98633,35233.13448,38117.41053,40020.26016,42223.89136,44191.23809,42650.10208,41133.29981,46569.67951,48439.94143,49000.7062,50467.84083,51440.81677,41887.55374
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Slovak Republic,SVK,10297.46783,10658.46831,11144.57912,11756.20792,12376.96777,13167.46615,14284.13607,15827.12285,16707.45243,15768.95861,16554.8788,17003.42054,17233.08555,17460.39868,17883.37067,14541.59875
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Slovenia,SVN,18571.80162,19089.46066,19797.2448,20347.63021,21219.51653,22030.73898,23202.64001,24674.89757,25448.96362,23253.48082,23438.84716,23542.08866,22854.12529,22581.68926,23247.18561,22220.02072
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Solomon Islands,SLB,1235.116204,1106.518736,1047.446653,1086.892172,1111.52186,1143.153396,1193.546175,1251.345311,1309.947171,1220.480333,1276.348513,1410.608726,1445.397809,1458.366953,1450.633579,1249.821573
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,South Africa,ZAF,6069.291656,6106.897158,6257.858776,6360.407518,6563.538987,6817.959512,7100.86006,7377.568026,7504.972234,7282.480625,7392.868752,7515.182883,7563.684103,7609.538289,7603.535667,7008.44295
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,1541.258732,1549.216583,1563.904195,1426.963832,736.4216207,798.6937611,793.93542,1201.484878
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Spain,ESP,28551.12877,29334.45229,29687.13139,30084.41757,30506.17363,31111.89673,31867.29623,32461.85001,32304.61716,30875.42143,30737.83227,30322.4901,29508.78223,29110.63412,29595.07735,30403.94675
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sri Lanka,LKA,1837.137392,1795.082135,1852.258623,1947.480378,2038.142092,2149.039083,2296.408798,2434.036923,2559.474309,2630.143616,2819.651309,3033.714621,3286.168611,3372.165616,3503.988331,2503.659456
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,St. Kitts and Nevis,KNA,12327.78242,12753.30413,12788.82449,12267.87135,12635.92238,13604.96168,14209.29968,14424.42693,14835.3508,13835.84173,13226.95231,13287.20637,12964.84735,13554.93759,14321.06307,13402.57282
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,St. Lucia,LCA,6674.292579,6389.546207,6329.886646,6569.163414,7035.125064,6897.683711,7364.71871,7302.035434,7393.756172,7256.573702,7043.506936,7018.519705,6882.500184,6838.544061,6819.60761,6921.030676
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,St. Vincent and the Grenadines,VCT,4748.572055,4825.630193,5123.131731,5506.702743,5724.535121,5856.927213,6296.456033,6186.630843,6596.096332,6452.320678,6231.713226,6203.894143,6289.941223,6395.393234,6435.443736,5924.892567
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sudan,SDN,979.3070539,1013.801774,1048.757528,1098.183302,1108.753669,1158.227042,1238.801461,1342.525238,1406.669618,1412.126513,1421.532942,1525.673306,1668.352497,1687.491388,1702.877644,1320.872065
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Suriname,SUR,5587.124019,5799.78072,6023.52941,6367.612984,6933.243124,7210.546027,7427.890119,7729.638688,7959.282284,8105.324808,8430.905965,8785.151105,8967.649607,9137.159274,9222.598173,7579.16242
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Swaziland,SWZ,2651.565458,2654.690104,2683.319221,2728.91851,2790.729987,2833.933154,2892.01941,2949.431463,2969.982112,2956.434457,2956.696795,2948.222971,2990.042216,3031.588323,3060.6698,2873.216265
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sweden,SWE,44693.88645,45270.93286,46059.52122,46983.2348,48820.76978,49996.34285,52046.65602,53421.19936,52711.37501,49554.50958,52076.43052,53061.74649,52519.85653,52723.08908,53385.96739,50221.7012
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Switzerland,CHE,67286.13738,67828.93237,67414.29316,66949.24681,68380.89193,70008.59653,72362.3474,74687.92987,75424.28438,72901.42821,74277.12051,74781.37316,74823.6613,75276.57919,75768.79207,71878.10762
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tajikistan,TJK,415.5988467,450.398935,489.9979068,533.3780898,576.5122564,602.5724292,631.4010213,666.3206458,703.5926678,714.4826908,744.1898922,781.5068997,821.3699528,862.4717725,899.8459353,659.5759961
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tanzania,TZA,499.9314649,516.1719417,538.4296836,559.7579014,586.5978585,616.215814,625.8212471,658.2106033,673.4339462,687.6126111,708.5219323,740.6443455,754.3853962,783.9546568,812.5629935,650.8168264
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Thailand,THA,3472.691856,3551.408845,3727.373173,3953.394957,4164.305247,4308.433767,4501.252205,4733.09041,4807.545455,4765.244197,5111.909202,5138.27492,5488.396191,5612.691022,5635.642693,4598.110276
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Timor-Leste,TMP,656.2911289,747.24432,674.9832651,634.7969887,616.0181336,643.3816959,596.3544072,653.3793133,733.5319174,814.6002306,875.8365693,913.0732815,946.944971,947.4022282,973.0906595,761.795274
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Togo,TGO,525.7861237,503.647534,485.7871387,496.2645808,493.2157558,485.6482244,491.7564662,489.5068865,486.9648693,490.5391132,496.4824942,506.8251749,517.1268812,523.4345076,539.9830525,502.1979202
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tonga,TON,3310.502378,3411.063808,3507.244498,3561.261324,3566.27773,3599.825711,3538.323178,3354.70399,3415.474871,3432.996716,3557.737184,3614.100273,3620.791773,3511.514779,3571.615317,3504.895569
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Trinidad and Tobago,TTO,9602.551535,9968.222033,10713.42311,12201.27874,13105.06517,13850.09404,15604.72766,16270.20803,16743.67239,15932.79694,15840.44269,15762.09161,15896.56052,16093.21905,16149.83547,14248.94593
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tunisia,TUN,3050.752339,3134.375836,3143.807458,3261.234064,3432.29737,3517.752876,3666.078034,3874.869854,3998.487585,4076.489729,4176.59159,4028.629994,4137.492007,4190.275291,4243.73287,3728.857793
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Turkey,TUR,7909.408977,7349.238546,7689.251377,7979.627679,8607.722409,9208.939166,9722.81633,10058.04071,10005.01266,9399.657147,10111.5177,10818.06314,10851.57426,11102.6501,11246.13753,9470.643849
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Turkmenistan,TKM,2388.958133,2465.160905,2445.491917,2499.42477,2597.116564,2904.27742,3186.712363,3497.878435,3963.68067,4153.587802,4479.012354,5072.360647,5563.199347,6052.086992,6591.052674,3857.3334
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,#DIV/0!
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Tuvalu,TUV,3079.857067,3112.999138,3337.703312,3206.253477,3144.536864,3010.700149,3063.090007,3246.9372,3497.551655,3335.694502,3238.375763,3506.060924,3506.478259,3546.24437,3610.524838,3296.200502
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Uganda,UGA,417.0828647,424.8089613,446.9477505,460.2342478,475.3020701,488.6817177,523.4914378,548.7767161,576.9009358,598.4205712,608.8130239,646.0538954,652.8252013,652.5591339,662.0846508,545.5322119
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ukraine,UKR,1823.425763,2011.303148,2137.020849,2356.948562,2662.259567,2754.249692,2975.358232,3229.628735,3321.848141,2842.806785,2973.996481,3139.91139,3153.97504,3161.164974,3123.399859,2777.819815
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,United Arab Emirates,ARE,64133.1472,61640.59663,59862.79185,60968.27842,60917.86954,56663.74538,53942.21516,47891.34503,43045.33033,36525.75896,34341.91129,34454.01127,35933.05957,37123.2878,38622.70978,48404.40388
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,United Kingdom,GBR,34834.92517,35658.1449,36393.03667,37432.64202,38146.48727,39020.6506,39765.93519,40477.87897,39973.05492,38008.8212,38292.87113,38744.11844,38929.30846,39504.75895,40326.81871,38367.29684
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,United States,USA,45055.81792,45047.4872,45428.64568,46304.03609,47614.27986,48755.61606,49575.40101,49979.53384,49364.64455,47575.60856,48374.08679,48774.78309,49481.15865,49849.24298,50662.41306,48122.85036
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Uruguay,URY,8997.713106,8636.58313,7967.209466,8036.519289,8442.591644,9068.295325,9424.569634,10014.89496,10698.0798,11112.4916,11938.27505,12513.0276,12913.25969,13467.64724,13856.88583,10472.53622
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Uzbekistan,UZB,813.2037695,836.6986545,859.5821277,885.3221269,942.5540546,996.8680521,1056.666813,1145.083807,1228.264565,1305.538213,1377.08214,1451.883505,1547.98156,1645.910721,1749.467395,1189.473834
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Vanuatu,VUT,2840.009203,2679.683856,2481.510137,2522.935494,2556.886909,2625.206375,2777.595876,2850.684167,2962.073948,2987.974011,2965.75223,2932.811454,2916.486155,2907.346075,2908.646553,2794.373496
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Venezuela, RB",VEN,11821.47587,11997.90206,10737.82561,9729.475049,11308.82708,12263.7823,13250.68568,14176.53585,14687.97933,13997.63462,13581.35338,13940.92115,14514.81278,14504.82343,13750.20911,12950.94955
