text,userId,stars,restaurant
"If you're going to have a restaurant making burgers and fries, there's an expectation that both items will be to standard. This is hardly a tasting menu or a some Chinese takeaway with hundreds of options. There's really just two. And at this downtown Bareburger location, the fries aren't up to snuff. <br><br>Now perhaps I arrived too late in the evening or just towards the end of a batch of potatoes. But considering the premium prices one pays to dine at a Bareburger, that's not much an excuse. Soggy, crushed pieces of potatoes made me rue the couple hundred calories I consumed before giving up. <br><br>My burger fared better. I went with a custom creation, spicy mustard, raw onion and cheddar cheese on a potato roll. It was medium rare as requested, with plenty of pink juice oozing out of the center. I only wish I could mop up some of that melted fat with some fries. Not here.",Ja9gBg4CYOne-MXqHUrcYA,3,Bareburger
"Not enough New York restaurants take advantage of their unusual spaces. <br><br>Mercato is crammed into a long, narrow space, nearly bifurcated by a bathroom and kitchen in the middle of the restaurant. Moving into and out of tables takes effort. Mercato has used its strange layout to create several semi-private dining spaces, from large booths to the tiny bar up front. <br><br>The high walls are lined with bric-a-bric, as if this is sheltering the collection of a long-dead Italian uncle. <br><br>The service comes the same comfortable space. A staff member sits next to me at the bar, while someone else takes turns refilling my water glass and delivering the meal. <br><br>My plate of potato gnocchi arrives just a few minutes after being ordered, with large chunks of pasta and a tangy ragu. I sop up the few bits of sauce with the free slices of bread, alternating that with provided oil dip. <br><br>Just a couple blocks from Times Square and its boring boxes, this place is pleasantly unconventional.",Ja9gBg4CYOne-MXqHUrcYA,4,Mercato
"Hudson Square Essen is the worst Essen.<br><br>There are Korean and Japanese options than at other locations, and what remains is too close to the Asian food served at suburban supermarkets. Yes, there is soondoobu, but where are the spicy pork bowls and japchae?<br><br>Value at the steam table varies considerably, with the high price per ounce meaning that fruit and grains can be a particularly poor deal. The layout is strange, with some important drinks hidden in cooler that blocked by any sort of a line.<br><br>It's a bright space with an area to eat on the second floor, but as this very chain proves, there are better ways to do this sort of food.",Ja9gBg4CYOne-MXqHUrcYA,2,Essen Fast Slow Food
"I wonder if the rise of the Uber driver will mean the decline of New York's excellent watering holes aimed at the taxi driver crowd. Uber drivers own their cars and typically don't have the strange shift breaks and Manhattan-focused routes that lead to places like Lahori Kebab.<br><br>This restaurant definitely could survive by food alone, which includes a rotating list of daily specials along with large trays of vegetables and proteins. The combos are around $10 and come with a pleasantly crisp piece of naan bread (other subcontinental breads are also available).<br><br>The food is largely Pakistani, which means hearty flavors and none of the sweetness you'll see at places aimed at Americans on this block. Throw out the lame salad that comes with the dish and focus on the expertly done rice and generous meat portions. Make sure they give you a pitcher of water to deal with the copious spice. The frozen cooler is empty, the lighting industrial and the atmosphere minimal, which is exactly as it should be.",Ja9gBg4CYOne-MXqHUrcYA,4,Lahori Kabab Restaurant
"For generations, Chinese chefs were chameleons. They adopted cooking techniques to local ingredients and flavor profiles. In America, this was chop suey and later sesame chicken. South of the border, it was arroz chaufa and tallarin salatado.<br><br>While the term ""chifa"" originated in Peru, it's come to represent a style of Chinese-Latin cooking that can be found form El Paso to the Tierra del Fuego. Having eaten at these places in Colombia, Peru and Chile, I was excited to see that fourth reincarnation of the Caridad space was the first proper chifa in North Brooklyn. <br><br>I love that there's a place consistently, perhaps even defiantly, making an investment in this area's Latino population at a time of accelerating gentrification. The menus are completely bilingual, and the clientele when I dined on a Saturday afternoon mostly Spanish speaking. <br><br>It still early, but there seemed to be more diners around than during the waning days of when this place served Puero Rican food. Chicken is still option here, but now it can also be mixed into fried rice. There are sides of planting for appetizers, also with crispy fried wontons. <br><br>I had chicken and peppers. The generous portion came with an egg roll divided in two and presented diagonally. The side was fried rice, mixed with what seemed like three kinds of pork and crispy lettuce.<br><br>This isn't the most refined food in the world, and it really does gain something but having positive associations for these dishes, but Caridiad is a great example of the form. Whether this is a first time eating these dishes or the 300th, this is a great place to do it.",Ja9gBg4CYOne-MXqHUrcYA,4,Caridad China
"I wandered over to my colleague and fellow member of our intramural cornhole league. ""I left my wallet at that place where we had burgers last night,"" I said. It turned out his girlfriend had left her credit card behind the bar as well. And another member of our team did the same. <br><br>I sheepishly called Frites n Meats up. The waitresses who answered was the same person who served us the night before. ""My boss was wondering what happened,"" she said. ""He asked me what I did to you guys."" <br><br>I wish I could say it was the free shots, but some of us who left plastic in the bar avoided that hangover accelerant. I think it must have been the general atmosphere, which was funny and welcoming. <br><br>It was a cold Tuesday night, Fat Tuesday to be specific, so either the crowd was at home or at bigger parties. Even though it was quiet we felt welcome as we watched the New Hampshire returns roll in on a giant screen. <br><br>I've never been to the Frites'n'Meats cart, so I didn't really have expectations as I assembled a burger of BBQ sauce, a bit of bacon and raw onions. The Belgian-style fries - with complimentary sauce - were massively sized and perfectly crisp. Everything is ordered by pencil, which I always like because it ensures no mistakes in the ordering process. <br><br>Food came quickly, so did the drinks. And soon it was on to those free shots. No wonder we left everything behind - we were looking for a reason to return.",Ja9gBg4CYOne-MXqHUrcYA,4,Frites ‘n’ Meats - CLOSED
"When it was time for a group of professional friends to gather for an overdue reunion, we could have gone for the usual suspects, and waited weeks to into Keens or Peter Luger. Instead, we went for this Latin American-inflected option. <br><br>It was a good decision. I'll give three reasons why. <br><br>`1. Better sides. Although it's tempting just to eat as much as possible in protein, your digestive system is better with something else on the side. The workhorses of the American steakhouse, the fries, the potatoes, the steam vegetables, are almost always the nadir of the meal. Not here. The South American emphasis - this isn't really an accurate representation of a steakhouse in Argentina, Chile or any one Latin American country - means much bette options. Yuca and quinoa were great palate cleanser between bites of meat.<br><br>2. Better flavoring. I had the skirt steak, which came with a rich chimichurri sauce. This was one of the highlights of a week in Buenos Aires, and it's rather faithfully replicated here. With a bit of better, my medium-rare steak was an even tastier treat. <br><br>3. Less pretentious. Yes, the steak at Manhattan's famous steakhouses are good. But do they have to be such assholes about it? The warm service, neither intrusive nor inattentive, was a welcome accompaniment. <br><br>This wasn't the best steak of my life. (I had those in Argentina and Chile.) But it was a great experience, from the bourbon drink and the beginning to the Pisco Sour at the end.",Ja9gBg4CYOne-MXqHUrcYA,5,K Rico
"There are a few Smorgas Chefs around the City now, although the most important is located in the Scandinavia House just south of Grand Central. If a cultural institution devoted to the  Nordic countries is allowing this food to be served, who, as the Pope would say, are we to judge?<br><br>The somewhat lighter food of the far north is a welcome change from the heavy Mexican, barbecue, buger and German options scattered on this half of Stone Street. All of these places do have some sort of sad salad, but other than that it's typically meat and cheese on top of meat. <br><br>The gravlax came in a solid portion, with mustard and a cream dill on the side and a hard dark cracker for texture. The potato salad and crunch of the cucumber helped mix alternate the sour and savory bites in a pleasant way. My co-worker got the meatballs, which I suppose aren't light, but I've had in the past and do pass muster. <br><br>This isn't the absolutely high point of Nordic dining in the city, it's a bit too workaday and affordable to dive into the eccentricities of New Nordic cuisine, but it is a reliable and dependable option for when you want to eat outside not munch on a salad.",Ja9gBg4CYOne-MXqHUrcYA,4,Smorgas Chef
"I was down near the World Trade Center late at night it was clear that dinner needed to happen. Bill's is a no-muss, no-fuss burger mini-chain that happened to be right there. <br><br>I would say that's about the right amount of effort anyone should make to come here - about one block.  <br><br>New York has hundreds of burgers, plenty of fries and a good number of bars. Nothing really stands out here, except the service, which I found to be exceptionally friendly. There wasn't much of a crowd between the bar and the dining room. Perhaps that's because this level of food is pretty old hat here. <br><br>It's not bad, there are just better options for those willing to walk even just a bit.",Ja9gBg4CYOne-MXqHUrcYA,3,Bill’s Bar & Burger Downtown
"Paulie Gee's is annoying. We arrived 30 minutes before it opened and weren't even the first people on line. There's no list, instead we had to rely on the hostess word that we would be allowed back in after a drink. <br><br>When do sit down, it's in a cavernous room that got louder after the owner appeared at our table. We were seated right next to a box that operated the system, it jutted out in a way that one person was constantly on the verge of getting poked. <br><br>I suppose some people might find the perfunctory table side visits to be charming, but ours was so rehearsed, so uninterested in the actual diners that I thought it distracted from the  meal. The whole enterprise is curiously precious for a place that opened after I moved to the neighborhood. This isn't Peter Luger, where at least some of the snobbery can be defended in the name of upholding a tradition. <br><br>But whatever, the pizza is fantastic. We ordered one pie per person, which for a party of five is too many. We finished them anyway, reliving of ourselves of the need to eat again for the rest of that day and a good portion of the next. <br><br>The Hometown BBQ pizza with its sauce and hunks of meat was a particularly fiendish creation. Usually the toppings at these top-tier pizzerias are subtle and leavy. There's plenty of that here but it was real pleasure to see those protein pies on sale at mall foo courts elevated to the gourmet level. <br><br>The drink list could be better, I'm not sure who has room for dessert and again the music is too loud, but this is an absolutely unmissable place in North Brooklyn.",Ja9gBg4CYOne-MXqHUrcYA,5,Paulie Gee’s
"Nothing sums up what's going on at a great ramen-ya than the ajitsuke. These are the specially prepared egg halves that can be added to most bowls. It takes something so simple, the egg, and turns it into a delicacy that takes all night to make.<br><br>Nakamura understands this because they call ajitsuke by its proper name, there are no ""ramen eggs"" on the menu here. They also serve a refined series of bowls, which a particular emphasis on chicken broth.<br><br>We came at 5:45 p.m. on a Saturday and there was surprisingly no line and a couple free tables. I attribute this to the wonderful decision to locate this small shop in the far east of the Lower East Side, where there's no foot traffic and the view is primarily of the side of the Williamsburg bridge. If that means you have to be ""in the know"" to find this place, all the better.<br><br>The gyoza, arriving in that stuck together style that's now taken over the city, are a great but unnecessary start to the meal. The bowl of noodles that arrives a few minutes after ordering isn't in the oversize dish of some places, but the broth is thick, noodle portion generous and meat fatty in a way that makes it hard to finish even without a first course. <br><br>And yes, you do need to add on ajitsuke, even if it means leaving some of the broth behind. It's divine.",Ja9gBg4CYOne-MXqHUrcYA,5,Nakamura
"""Dry hot pot, that's basically stir fry, right?"" <br><br>I still don't understand how I convinced a crowd of 10 to come to a Sichuan dry hot pot place for a dinner to celebrate the return of a friend from the West Coast. Normally the combined food allergies, vegetarian status, health concerns and generally preferences of such a large group lead to a compromise choice of something far safer and mundane. (See: the number of northern Italian restaurants with group seating.)<br><br>But we made it, a group of people where only a couple had been to China, and the experience of several around Sichuan food was ""spicy bean curd"" on a takeout menu. And at Mala Project, you don't just dip a toe in. This is a full-scale temple to the numbing and spicy peppers of Central China. You choose ingredients and a spice level, but no base to these pots. They are all coming ""mala.""<br><br>Our party broke into several subgroups to accommodate the vegetarians and one borderline insane person who decided to order his extra spicy. We had our spice ""normal,"" I still wound up chugging through two beers and a bunch of rice, stopping with a numb tounge and plenty of food leftover. <br><br>With the bigger pots, you are encouraged to get more ingredients, but I found myself struggling to find the stuffed fish balls or pieces of sausage among all of the things in the bowl. Like so many of the places in Manhattan, definitely feel free to come in under the ""recommended"" serving sizes. This was especially true as we worked our way through the spinach salad, fried chicken and egg custard before (and during) the main course.<br><br>Devastatingly spicy, impressively accurate and totally unique in the New York dining scene, a dinner at the Mala Project will be memorable, no matter the size of the group.",Ja9gBg4CYOne-MXqHUrcYA,4,MáLà Project
"I turned up my nose every time I passed the parlor on the Bloody Elbow, enroute to some tiny wonton shop or Fujianese snack bar. This is a place with no carts for dim sum and a Caviar account. Surely, I thought, it must just be for tourists. <br><br>A friend come to town last fall and told me that he went there with his boyfriend. Now he'd spent time living in Hong Kong and Beijing, and I trust him to identify a good restaurant. But still, I was suspicious. Had he let the happiness of the moment conflate with the actual food quality?<br><br>A few weeks ago my boss suggested I organize a dim sum lunch for a member of our office who was celebrating an anniversary. Why this particular would want dim sum, it was unclear, but I realized that Caviar account might come in handy. I ordered a sizable amount from the Parlor, sticking mostly to dim sum classics like siu mai and cheong fun. <br><br>They arrived 20 minutes early, neatly wrapped in trays for each individual order. I arranged them and watched as my colleagues came and tried the turnip cakes and porl rolls, the snow pea dumplings and egg tarts. <br><br>New York is no great city for dim sum (alas a trip to Vancouver or San Francisco might need to be in order), but this certainly was in line with the better halls around. The har gow wasn't overly doughy and the quality of the shrimp fresh and distinct.<br><br>I later read that there's a deliberateness to the throwback quality of the restaurant, and how the owner, with deep Cantonese roots is purposefully ignoring some modern conventions. While I could do without the many fried options - which actually seemed aimed at tourists or diners actually too scared to eat dim sum - overall this is better than it appears from the street front.",Ja9gBg4CYOne-MXqHUrcYA,4,Nom Wah Tea Parlor
"Our waiter was the type of Italian who had slick-backed hair, spent extra time doting on the women in our party and occasionally added an extra vowel to the end of words. He had the chiseled chin of someone moonlighting in a Hell's Kitchen restaurant while waiting for an acting career to take off. <br><br>He took us through Bocca Di Bacco's specials, including a seafood pasta that would up being by entree. We did make our way through some appetizers and a bit of wine during the meal as well. I appreciated the restaurant letting us sit minus one member of our party, as it was Thursday evening and there was plenty of people in the restaurant. For the restaurant, this led to us more ordering for food, for us it meant with didn't have spend 10 minutes outside in the rain.<br><br>The food was solid, dependable Italian fare. The flavors were a bit dull, there was a bit too little seasoning on my pasta, and it lacked the lightness that comes from the city's best pasta joints. In a neighborhood that frequently emphasizes decor over cuisine, flash over substance, it was a step above the norm, but still just average.",Ja9gBg4CYOne-MXqHUrcYA,3,Bocca Di Bacco
"Is this the future of our New York mini chains? Or perhaps this is a dark mirror back at what we now call bland, national or international fast food? <br><br>Whatever this is, it's the Blue Smoke many people fell in love with in Manhattan. Instead this is near-par airport food. I start by standing for nearly five minutes in the middle of the restaurant, confused as to where to sit. I am not acknowledge despite the many people wandering around. (And of course you just know this is kind of place where they would frown if you sat yourself in the wrong 'area.')<br><br>My waitresses didn't know the draft list (which isn't updated on the menu) and was impossible to find when I wanted a second round. The wings came, small and shriveled, with a bit of char and little other flavoring, more than 15 minutes later. They were expensive and not worthy of this restaurant. <br><br>""On the Road"" shouldn't mean bad food.",Ja9gBg4CYOne-MXqHUrcYA,2,Blue Smoke - JFK Terminal 4
"I'm not sure why I didn't file a review after I waited for half an hour on a hot street corner to have my first Fuku sandwich. Certainly it would have been a feather in the cap of staying on top of the New York restaurant cuisine. I definitely bragged about it to friends and colleagues. Why yes, I had been to Fuku. Have you?<br><br>But I'm glad I waited, until after my second visit, with a few friends on a recent Tuesday. New York cycle of hype is so quick that the place was nearly deserted. A few people came and got sandwiches to go, yes, but those stools at the old Ko counter space were easily to acquire. The menu is a bit larger, with chicken fingers available along with some frozen drinks. <br><br>I heard a podcast recently that tried to match up New York's recent fried chicken sandwiches. They weren't terribly keen on Fuku's oversize fried patty of chicken. As someone who isn't usually too interested in a bun, I'm fine with the enhanced ratio. Large bus seem to hide the prize for me; they are empty calories on the way to the real flavor. The Koreano (with daikon instead of pickles; now on the actual menu and not a secret item) smartly cuts the spice with slight vingear flavor the radish.<br><br>This is the best version of the Chang potato wedge I've had, either at Fuku+ or here. They seem to have figured out how to work the fryer better. It pairs wonderfully with the tangy Ssam sauce, which with repeated uses reveals itself to be distinct from a classic gochuchang. <br><br>All of the opening kinks, including the crowds, limited hours and small menu are all gone. What's left is a great sandwich.",Ja9gBg4CYOne-MXqHUrcYA,5,Fuku
"The South Street Seaport is where New York turns into a backlot. There are seldom any people as you walk north of the three ships, especially on a cold night in mid-January.<br><br>Yet behind the facades there are actually facades. Who eats here? Who even comes here? <br><br>My colleague and I have wound up here, walking from the overcrowded Dead Rabbit Pub. I see there are three trattorias within two blocks. This place has the highest ratings, so I snuck between two cars encased in snow to the dining. <br><br>It's quite large for New York. There's one other diner, slowly twirling his fork around the remainder of his bowl of spaghetti. <br><br>We each get a plate of pasta, chattering around the annoyances of the day and week that has just passed. It's enjoyable. He has two glasses of wine, I just have one. I have a bowl of cream pasta, spicy sausage and noodles. It's filling, unexceptional perhaps, but very much what is on the menu. <br><br>We want the night to continue, but this place too quiet, too odd to be the setting. We head closer to the subway, where there are people and more atmosphere. It feels more real there.",Ja9gBg4CYOne-MXqHUrcYA,3,Barbalu Restaurant
"There's a strand of revisionist of at least second-wave thinking when it comes to Sichuan cuisine in English writing. It's not all about the ""ma,"" the numbing sensation that comes from the Sichuan peppercorn that defines the cooking. No, it's all about the balance of flavors, of which spice is just a tiny part of this. <br><br>I'm hear to tell you that no one comes back from their first trip to Chengdu talking about the sweetness or saltiness in the dishes they tried. The fire, whether it comes from chili oil, peppercorns or dried chilis, are the most distinctive part of the cuisine of the province. <br><br>And presenting this flavor plays an outside determinant in whether a restaurant is creating a successful representation of the food here in the United States. <br><br>Which is a very roundabout way of saying the food at Famous Sichuan isn't spicy enough.<br><br>I ordered two workhorse dishes - wontons in chili oil and sold spiced noodles. Each of these are really street food in Sichuan and cost less than a dollar. Here I don't mind paying ten times the price - apartments are more expensive in Manhattan than Chengdu - but I do mind the tepid amount of chili oil, the over-reliance on sugar in the noodles and dryness of the meat inside the wonton.<br><br>The flavors are generally ""correct"" in that there they seem to be important, but the more aggressive overtones have been neutered. I'm sure a short conversation in Mandarin might convince the chef to go a bit heavier on the oil, but shouldn't a customer get a tasty dish as standard? <br><br>The restaurant's Chinese name is quite clever, as it literally would be ""Sichuan Outside Sichuan."" Unfortunately, something clearly has been lost on the journey here.",Ja9gBg4CYOne-MXqHUrcYA,3,Famous Sichuan
"The location is vintage New York, as you make your underneath the J train tracks and through the discount stores and bodegas of Broadway, but the vibe is decidedly Miami. <br><br>Our party of three (I was the third-wheel on this particular evening) took over a large semicircular table across from the bar, so we didn't get to experience the elevated dining room. Instead we were rewarded with close views of the enclosed kitchen and bartenders. We saw our carefully constructed cocktails and craft beers come right over to the table. <br><br>My entree - a special for the evening - was a luscious crab pasta, with just the right amount of cheese mixed in. It was $16, which was very fair. <br><br>I understand this is from the owner of the Bossa Nova Civic Club, and some of the preference for a reinvention of Art Deco-era nightlife is reflected in the decorating choices here. It also shares the sense of being slightly ahead of its time of this part of southwest Bushiwck. <br><br>But just as Bossa Nova has turned into a neighborhood institution for its queer-focused dance parties and embrace of the City's trap scene, I can see the demand for an upscale, yet reasonably price place for dinner and a cocktail or two.",Ja9gBg4CYOne-MXqHUrcYA,4,Juno
"A friend of mine just moved to Prospect Heights. He invited me over for a drink at Covenhoven, where he was talking about some of the recent additions to the neighborhood. He soon mentioned two tiger-related places, White Tiger and Tygershark, that had opened within a few weeks just a block apart. <br><br>""Both are good,"" he said. ""But Tygershark is better."" So when reservations fell through later that evening for an Italian place, I went with a friend over to the better of the two tigers. Tygershark has a very loose ""surf shack"" theme, which probably  must have seemed very important to the owner and designer but in reality is just some fancy dressing around the front window. (I am sure there are better places to get wax in this city than the front of a restaurant.)<br><br>My friend recommended several dishes to try, but when arrived at 9 p.m. on a Saturday, the menu was full of crudely hand-drawn Xs. Five dishes on the not very long menu were no longer available. What at first seemed to be slightly aggravating was the sign of rapidly changing dishes and a commitment to serving fresh food to dinners. <br><br>Turns out it didn't matter, because what came out of the kitchen was some of the best food I've had in Brooklyn in months. The massive tiger prawns sat in a Thai sauce, pungent and spicy with each bite. The flavors on the menu incorporate the tastes of Asia (mostly Thailand and Korea) without being dogmatic about a particular arrangement or style. The cooking is very bold and very flavorful. <br><br>A bun we had earlier in the meal, a large soup my friend had, it was all fantastic. And while we ended the evening with some soju and another cocktail at White Tiger, I'm glad we wound up having our actual meal at Tygershark.",Ja9gBg4CYOne-MXqHUrcYA,5,Tygershark
"Probably one of the only pizzerias in the city classy enough for a business line, Marta has thin, crisp pies and a slew of wonderful little antipasto. <br><br>We were a party of six, and with the slight encouragement of our waiter we went for six pies. We wandered our way through smoked meats, crisp vegetables and even some old fashioned cheese on the way to 1,000 calories or more. Before we got there was nice broccoli with chili flakes, chicken meatballs and other treats not exactly needed with the feast to come. <br><br>I'd been meaning to come here since this place opened, but it took nearly two years to get around to it. I wasn't disappointed. I will say this place looks bigger in photographs, so when coming a peak time a reservation is probably a good idea. For those who happen to be staying in the hotel, that's pretty good luck; this is a nice place.",Ja9gBg4CYOne-MXqHUrcYA,4,Marta
"Driving through the streets of Queens, New York resembled upper Nepal more than ever before. We had waited an hour on the runway for the gate to be cleared, just the third flight in after the reopening of the airport. <br><br>The driver couldn't make it down the small side street off Broadway, so I did the last block on foot. I walked in the middle of the unplowed road and into this small store. It resembles a takeout Chinese operation that has been only slightly retrofitted to meet its new clientele. I stamped my inadequate sneakers to try and remove the snow, and ordered a plate of momo.<br><br>The atmosphere is communal, both by choice and necessity. Every other person in the restaurant was Nepali. They didn't seem to know each other, but the small tables were filled in by different people. Containers of chili were passed down, along with sections of a locally printed Nepalese newspaper. <br><br>My momo came, steaming and full of tender meat. Nearly everyone else had the thali. You see ""thali"" on menus around town, but a key part of the word has been lost to American dining practices. Here someone comes around with bowls of the main dishes, and you are allowed free refills of what you like. <br><br>Thalis aren't just American bento boxes, they are a way to sample a full meal and have seconds and thirds of the good stuff. It's just like going to someone's home, which Lali Guras pretty much is.",Ja9gBg4CYOne-MXqHUrcYA,5,Lali Guras
"Bunn knows their audience, the people who are so pressed for time that don't even the 15 minutes it takes of the cafeteria style eats inside Food 32 proper. Instead Bunn is for people who need to do something that expert after expert tell us is a bad idea, yet we do it anyway - eat on the run. <br><br>I've been taking Russian classes around the corner (at a place that is an ESL classroom during the day, and foreign language institute by night) and sometimes there's not enough time before or after lessons for a proper meal. And Bunn does hit the spot when it comes to a snack. <br><br>One of their smartest additions has been traditional bao, which are here called ""pocked buns."" These come with a bit of spicy pork or beef, along with some cabbage. The spicy pork is a perfect four bite way to see off hunger for a couple hours.<br><br>The traditional bun/bunns require a bit of the nearby sauces to avoid being a rather flavorless protein bomb. This pretty much defeats the purpose of a grab and go food option. But this isn't really a place for a meal, so just stick to this when it comes to a snack.",Ja9gBg4CYOne-MXqHUrcYA,3,Bunn
"The west size of Maria Hernandez Park tends to be a mostly Honduran strip, but there's always been a touch of Muslim influence in between the pupusas and cole slaw. <br><br>Now there's BK Jani, a Pakistani operation unlike any other in the city. The place is just a couple months old, but it's already covered with client testimonials about the quality of the food. There's much love for the ribs, but I went for the Pakistani burger.<br><br>There was no one around when I arrived, although a couple people joined throughout the meal. The space is mostly picnic tables, painted white and minimally decorated. There is no bathroom. The menu itself is sparse and written on a series of pieces of paper - it appears to still be evolving. <br><br>The Pakistani burger arrived more than 25 minutes later - these are cooked to order and it appears to take a fair amount of time. With really nice kick balanced out by a coolness of the raita, it really does manage to hit those spicier notes that you find in the western part of the subcontinent. I can't say I had anything like it over there, but the flavor mash-up seems right. <br><br>What's mashed and doesn't work is the potatoes that accompany this dish, which are just pieces of boiled potatoes broken into pieces and sprinkled with salt and spice. There's a reason why a burger isn't usually accompanied by a plain potato - it's pretty tasteless. <br><br>Great execution on the burger, slightly strange atmosphere and a need to improve the side options. Worth another look a few months down the road.",Ja9gBg4CYOne-MXqHUrcYA,3,BK JANI
"I'd passed this quiet looking spot many times while headed to the buzzier offerings on the other side of 9th street throughout the years. The sake bar, the okonomiyaki place, the burger place that opened in the booth where the okonomiyaki place used to be, the new location of the okonomiyaki place, and so on.<br><br>When I finally stopped to see the menu, I saw a soba-centered menu with lunch and dinner sets. I didn't mess around with my first visit, bringing a friend for lunch. I went with the cold soba noodles and dipping sauce. It's simple quality, nice and firm, with just enough oil coming from the sauce to add a bit of flavor.<br><br>For a place that struck me as quiet from the outside, there were plenty of people here on a Saturday for lunch, and I've read that waits aren't uncommon in the evenings. The crowd turns over fast so I doubt getting in would be too much of an issue. <br><br>Our waitress, Japanese of course, also gave my friend advice about avoiding soy for an upcoming trip to the Japan. She also guided her through soy and non-soy options for this particular meal as well, providing a lemon and salt glaze for her don.<br><br>I regret the portion size advice I gave to my friend. I told her to upgrade to a large don, as I assume things might be made for Japanese-sized bodies. It wound up being too much food for her. (Although I managed to finish all of the elements of my lunch set while feeling only slightly piggish.) Take that into advisement when going through the various options available.",Ja9gBg4CYOne-MXqHUrcYA,4,Soba-ya
"Near the end of one of New York's most cacophonous blocks, there's a throughly mediocre kebab restaurant. <br><br>This is a place close enough to By Chloe that line sometimes extends near the door, near the dueling kati roll places and the future Pomme Frites re-location. A place run by Turkish people, people who I am sure know what a succulent doner or chicken out of the Sultanahmet should be. But, if they don't, here are some tips:<br><br>1. If you sell chicken and lamb, probably best not to actually have any lamb ready for ""15 to 20 minutes""<br>2. Why should kebabs take 20 minutes to prepare as well? These are always made to order and should take less than 10<br>3. Definitely be ready to serve things like manti, when they are on your menu<br>4. Do not serve ""turkish bread"" so chewy it disrespects the entire baking tradition of a great nation <br><br>Now the average doner in New York is worse than what you find in a European, let alone a Turkish city. But this is below average. I'm confused why the NYU crowd lets this stand.",Ja9gBg4CYOne-MXqHUrcYA,2,Turkiss - Temp. CLOSED
"Hype. Energy. Buzz. Excitement. <br><br>In restaurants, it usually comes with the opening. There are breathless profiles and reviews, competition among friends about the first to go, the hot takes and defenses. Then the TripAdvisor posts appear and so do the tourists from Amsterdam, Tokyo and East London. The second location and the new menu items. The chefs coming and going. <br><br>It's a steady drumbeat that burrows deep inside your ear canal. But as with all constant noises, after a while your brain deletes, it just fades into the background. There's a new noise, or in the case of New York 200 new noises, to capture your attention. <br><br>So it is with the Pok Pok empire, which arrived in New York four years ago to an avalanche of hype. First there was the ""pop up"" wing shop in the Lower East Side, but that was just a preview of the mini-empire that sprouted up on the Columbia Waterfront. At its height there were three different establishments in as many blocks, all turning out variations of a fiercely-spiced, aggressively funky approach to Thai food. <br><br>I know all this because I fell hard for the story. Part of it was penance for culinary sins committed in my youth, traveling extensively in Thailand but too often sticking to the ""banana pancake"" fare of bland food for tourists. It's really been in New York where I've discovered laab and kao soi, sour fish sauces and dry rubs.<br><br> Andy Ritcher represented the ne plus ultra of this, a man who spent years learning about these traditions, who filled his menus with paragraph long descriptions of the dishes and went back east with video cameras to meet local chefs. I've been to all of his restaurants in New York and even to a couple in Portland, absorbing his ethos and food. <br><br>But when I took a group of seven to Pok Pok Phat Thai on Wednesday, it'd been a long time since I'd even thought about the man. We are playing bocce in Brooklyn Bridge Park, and I was looking for a place to eat. I was hoping that we could sample Nashville Hot Chicken, the latest food trend to invade the city. It's not open yet, despite that steady drum of coverage and anticipation already beginning. So we went to Pok Pok.<br><br>It was empty. There was only one other person there at 8 p.m., flipping through a book on Thai history as she sipped a cocktail. The crowds had moved on. <br><br>What's left is perhaps the most approachable place in the Pok Pok empire. There's all of the ""hits"" and little of the challenging fare that scares people when they first see one of Andy's menus. <br><br>The menu is mostly chicken wings and pad thai. The pad thai is simply the best in the city. All of the sweetness and filler ingredients of the neighborhood places are gone, with the emphasis on a balance of flavors,the fish sauce and spice, the noodles and the protein. The wings are stellar as ever; it's no surprise that I've seen copies of this flavor profile showing up elsewhere in the City. <br><br>It's a shame that the people working here seem to have absorbed the knowledge that they are no longer working at the cutting edge of dining. The service was shockingly pokey for a place with no customers. Our waiter disappeared for long periods of time, took forever to arrive back some drinks and generally seemed disengaged. <br><br>Why should they feel like this? Pok Pok is still a worthy place to eat. Many of the people I came with had never had their food and were impressed. There are still so many minds to blow - let's not put all of our possessions on the hype train as it heads to the next station.",Ja9gBg4CYOne-MXqHUrcYA,4,Pok Pok Phat Thai
